predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,office,social,travel,weather,gsm,amusement,system
2014-03-29,AS14.06,2014-03-27-2014-03-28,7.8,0,1,7.3,0.024999999999999994,0.525,0.15189969970048928,0.0873599247827574,0.04417842013888888,0.0002445775462962964,0.026033802083333328,0.00046304976851851835,0.0,0.09090909090909093,0.025748003472222225,0.003275503472222221
2014-03-30,AS14.06,2014-03-28-2014-03-29,7.8,0,1,7.699999999999999,-0.1,0.9,0.14152583827648707,0.062706996537745,0.031653206018518516,0.0002445775462962964,0.027052233796296295,0.00046304976851851835,0.0,0.04545454545454546,0.016102725694444445,0.00043241898148148154
2014-03-31,AS14.06,2014-03-29-2014-03-30,7.0,1,0,7.8,0.0,0.9,0.16143936741363218,0.07431048610420138,0.014070190972222226,0.0,0.019268616898148152,0.0,2.8119212962962958e-05,0.22727272727272724,0.030270694444444447,0.011036313657407404
2014-04-01,AS14.06,2014-03-30-2014-03-31,7.75,1,0,7.4,-0.1,0.6000000000000001,0.18595165468282032,0.09512756365454858,0.015109612268518516,0.0001592708333333333,0.02761567708333333,0.0,2.8119212962962958e-05,0.2727272727272727,0.03970227430555556,0.02252233217592592
2014-04-02,AS14.06,2014-03-31-2014-04-01,6.8,1,0,7.375,-0.1,0.575,0.19322954014689492,0.09187032407494605,0.03527671296296296,0.0001592708333333333,0.028495451388888888,0.0,0.0,0.18181818181818182,0.02348846643518518,0.019494670138888885
2014-04-03,AS14.06,2014-04-01-2014-04-02,7.2,1,0,7.275,-0.3,0.575,0.19420307220543787,0.1015878125031789,0.04901865162037036,0.0009664351851851852,0.02933927083333334,0.00012802083333333334,0.0,0.31818181818181823,0.017713958333333328,0.011279739583333328
2014-04-04,AS14.06,2014-04-02-2014-04-03,7.0,0,1,7.0,-0.3,0.4,0.18606320955235042,0.09441244792331147,0.04821514467592593,0.0009664351851851852,0.027322598379629644,0.0010974363425925926,0.0,0.27272727272727276,0.015880636574074077,0.006405642361111111
2014-04-05,AS14.06,2014-04-03-2014-04-04,7.0,0,1,7.1,-0.2,0.30000000000000004,0.17954885381005353,0.09535086805759754,0.043263622685185195,0.0,0.028001493055555562,0.004152065972222222,0.0,0.09090909090909093,0.025052424768518527,0.00792314236111111
2014-04-06,AS14.06,2014-04-04-2014-04-05,7.0,0,1,7.0,-0.4,0.5,0.22089885566629758,0.0777965914361455,0.028792777777777778,0.0,0.032409548611111116,0.003875243055555556,0.0,0.09090909090909093,0.02061832175925926,0.008087401620370369
2014-04-07,AS14.06,2014-04-05-2014-04-06,6.2,1,0,7.0,-0.7,0.6000000000000001,0.15634981322323335,0.054387343746644515,0.013206550925925925,0.0,0.03286976851851853,0.0006925925925925926,0.0,0.13636363636363638,0.006323055555555554,0.007512505787037035
2014-04-08,AS14.06,2014-04-06-2014-04-07,6.6,1,0,6.6,-0.8,0.2,0.10768646714538654,0.06660205439147025,0.02502403935185185,0.0,0.030772060185185184,0.00021671875,0.0,0.18181818181818182,0.006450127314814813,0.00673277199074074
2014-04-09,AS14.06,2014-04-07-2014-04-08,7.4,1,0,6.4,-0.4,0.0,0.18494788466193696,0.082684155083089,0.04275769097222223,0.0010000983796296294,0.021920312499999997,0.00023992476851851852,0.0,0.3636363636363636,0.01624296296296297,0.016836296296296294
2014-04-10,AS14.06,2014-04-08-2014-04-09,7.6,1,0,7.0,0.1,0.4,0.13902226745149004,0.10283159142843001,0.047141458333333344,0.0037420949074074062,0.029833848379629636,0.0014561689814814821,5.827546296296297e-06,0.2727272727272727,0.028261927083333336,0.023705775462962958
2014-04-11,AS14.06,2014-04-09-2014-04-10,7.8,0,1,7.5,0.1,0.8,0.1636901101993981,0.09978081018422491,0.04449314236111111,0.002741996527777777,0.03920513310185186,0.006588020833333335,0.00015708912037037037,0.2727272727272727,0.02080027199074073,0.013693524305555555
2014-04-12,AS14.06,2014-04-10-2014-04-11,8.2,0,1,7.699999999999999,-0.2,0.9,0.21510047736556737,0.08315346643190694,0.0372213136574074,0.0005216203703703704,0.036796244212962965,0.0057379282407407405,0.00015126157407407406,0.22727272727272724,0.04221061921296297,0.004772725694444445
