,mood,arousal,valence,activity,screen,calls,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather
2014-03-17,6.75,0.5,0.5,0.16806841495032573,10159.769001245491,4.0,0.0,1229.3469999999995,4518.116000000002,2511.178,0,0,0,103.69899999999998,103.028,0.0,0,0.0,0
2014-03-18,8.2,0.6,0.8,0.2194843842554376,4512.471001386642,15.0,1.0,2604.5209999999993,3933.0809999999988,88.943,0,0,0,88.72200000000002,212.36399999999998,0.0,0,0.0,0
2014-03-19,6.8,0.4,0.4,0.31563175685064315,8182.7570002079065,5.0,1.0,1554.558,2596.988999999999,196.13899999999995,0,0,0,105.536,47.815,567.1649999999997,0,0.0,0
2014-03-20,7.25,-0.5,0.75,0.2390249602103473,4360.33400130272,10.0,1.0,1777.9770000000005,2154.371,148.18,0,0,0,86.85700000000001,131.59799999999998,0.0,0,0.0,0
2014-03-21,7.5,-0.75,0.75,0.2896279249001075,11155.850999116892,10.0,1.0,2230.3030000000017,2858.446000000001,459.60400000000004,0,0,0,37.944,388.021,442.296,0,0.0,0
2014-03-22,6.5,-1.0,-0.5,0.44604368683290135,7589.562002897264,25.0,1.0,1930.2659999999994,1852.2560000000005,662.9110000000002,0,0,0,43.20399999999999,408.667,780.617,0,0.0,0
2014-03-23,6.25,-1.0,0.0,0.2696971570335323,4528.527000665666,8.0,1.0,894.5060000000001,1839.8989999999994,388.098,0,0,0,61.865,171.99400000000003,1263.1889999999999,0,0.0,0
2014-03-24,6.4,0.2,-0.2,0.15612466250149995,2766.6489994525896,5.0,0.0,1073.4960000000003,3012.1809999999996,532.0129999999998,0,0,0,81.80799999999998,232.801,0.0,0,0.0,0
2014-03-25,7.75,-1.25,0.75,0.23051365485645375,4637.388000011445,7.0,0.0,2806.9309999999996,2788.751,459.589,0,0,0,50.375,148.447,0.0,0,0.0,0
2014-03-26,7.2,-1.2,0.4,0.2939534624058421,6069.630000829695,5.0,0.0,1736.7440000000006,2533.849,767.1449999999999,0,0,0,41.95,1562.023,0.0,0,0.0,0
2014-03-27,7.25,0.0,0.5,0.22884900892215096,5746.980998754502,3.0,0.0,2267.1239999999993,2997.043000000002,490.78100000000006,0,0,0,731.8530000000001,81.366,0.0,0,67.16300000000001,0
2014-03-28,6.8,-0.6,0.6,0.2615983280781396,3969.5809991359724,8.0,2.0,1053.115,1245.1270000000004,707.6400000000001,0,0,0,125.669,2717.215000000001,0.0,0,0.0,0
2014-03-29,7.25,-0.75,0.25,0.4324693550603951,4403.242997646333,4.0,0.0,17416.279999999995,2141.489,1063.268,0,0,0,52.841,523.854,501.644,0,0.0,0
2014-03-30,7.0,-1.0,0.75,0.24188730879396786,3937.041998863219,10.0,1.0,772.7870000000001,1110.8560000000002,1278.594,0,0,0,113.228,322.901,0.0,0,0.0,0
2014-03-31,7.2,-0.8,0.4,0.15637292366427655,4774.145999193192,14.0,2.0,1186.2989999999995,2481.322,354.96500000000015,0,0,0,81.741,2038.631,0.0,0,0.0,0
2014-04-01,7.4,-0.2,0.8,0.2619605321890545,3297.7379970550537,2.0,1.0,2790.014,1322.61,76.976,0,0,0,186.413,191.121,345.2000000000001,0,0.0,0
2014-04-02,6.4,-0.6,-0.2,0.31912056179963355,6883.828001737594,2.0,0.0,1964.21,2942.423,1021.454,0,0,0,128.744,317.901,0.0,0,0.0,0
2014-04-03,5.75,-0.25,0.0,0.3225058399099885,6814.30000090599,2.0,0.0,1269.2990000000011,3595.4309999999996,548.7869999999999,0,0,0,56.132,122.42099999999998,318.2940000000001,0,0.0,0
