,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04
1,0.23155259011186402,-0.9647654765463782,-0.04436198161161897,-0.017675533675954647,0.580376643667952,-0.20617843255950952,-0.1683321796017836,0.027445841197674348,-0.1792799046133302,0.19625465360025274,0.009987520313937459,0.2144616858690629,0.21615407805631115,-0.15839134589930914,-0.17666755521393185,-0.36334236290477584,0.030999753137529673,-0.013620938731745191,-0.00010929646526580683,0.19855046306066093,-0.17975628439518676,0.4136573812654154,-0.25479036133187627,0.03775116178904714,0.028127236305214076,0.22124941832156253,0.21134799359265877,0.024361715340535106,0.4247113757480072,0.23910770547552396,0.04084408595381728,0.03480197463558721
2,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,,,,,,,,,,,,,,,,,,,,,,,
3,0.030324031872199342,-0.014741702278124436,0.4289604215212872,-0.11031638780035635,0.016248836885481843,-0.5777323123403333,-0.045434630214598926,-0.20111832912547012,0.5989216482683535,,,,,,,,,,,,,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.01,1.5,0.1,rbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
