,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,-0.4656588990680337,0.08305152948655437,-0.3570634809627986,0.45201941408802515,-0.10309699424398211,0.4274510898654311,-0.3417150959402111,0.8001336533508399,-0.15978725671221206,-0.14462240515406677,0.824616312458887,0.11662526149218877,-0.10309710157637042,0.16942057512987052,-0.20036246903738686,-0.0530812897349664,0.6797154371756244,-0.24291894595747365,0.10619396434042994,-0.8378512392589226,-0.1594317576203288,0.20556325698982114,0.7339269987578367,-0.7271163095013584,-0.26696351554980957,0.48149202207964237,0.17521058170832227,0.028087878628267227,0.5470321812412058,0.11071348259472558,-0.6871673428241714,0.12618339798434075
2,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,,,,,,,,,,,,,,,,,,,,,,,
3,0.6044748784461005,0.1560112802572844,-0.20298514582961769,0.1711069360651516,0.11147700720277154,0.29434537756718715,-0.40795213766714244,0.040997152389610214,0.12934152127774645,,,,,,,,,,,,,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.1,1.5,0.1,rbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
