,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,2014-03-21,2014-03-22,2014-03-23,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,0.059220231997327843,-0.3082406665479489,0.48511067987146017,0.2970337452049119,0.642877430011989,-0.13549183811906662,-0.3158171395566418,-0.5310933485904457,0.45482968210830244,0.09467727978647655,1.092397048051449,0.5341841885881884,-0.18283840625903647,0.299262295101693,0.48245314786187077,0.3949802079520648,-0.008938485229604609,-0.36509173773157233,-0.6283198746057526,1.2397987711857672,-0.3309168476711779,-0.07612492573789265,-0.4946125300823132,-0.8917456134506487,0.41181542378956504,-0.1438099645203348,-0.46636453413952594,-0.46251166994155835,-0.5166384353356506,-0.48240628234588456,0.49559789804273535,0.7545841591852858,0.6540663702542124,0.6737121412136737,-0.16965363290032975,-0.053374433906479446
2,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.571439448350155,0.09689755648512666,-0.4094764007479377,-0.5015160416286131,1.011944658409993,0.7723001536624103,0.1038338359777784,0.6251974754351295,-0.31429882830529454,-0.36308153828348644,,,,,,,,,,,,,,,,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.5,0.1,0.1,poly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
