,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04
1,0.27289246729725747,-0.001996468103675042,0.2861615325219624,-0.5254267980541574,0.8171170155630882,0.2145806016509546,0.2821105275522324,-1.0667406109208137,-0.45451282745854016,-0.4419973433771407,-0.6865233667175792,-0.03532059612890581,-0.5176968120115895,-0.2964500463381192,-0.5267062334935186,-0.37747576554407036,0.605608849871266,-0.14674159924305386,0.39150945205506993,0.08564530342252219,0.2882679808521633,0.3159668238044251,-0.4301727563704807,0.038423797534656856,-0.025396637054765137,0.2989999064059621,-0.27285268755367653,0.45615445862936266,0.6066505282484407,0.06874977027197282,0.4350187333611224,0.41310547025495126
2,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,,,,,,,,,,,,,,,,,,,,,,,
3,-0.2619928442824655,0.48207904539631663,0.42017521162881444,-0.25741917152090465,-0.16490581579156682,0.454255981992592,-0.1979738600780072,-1.0548734335154268,-0.058272661495805345,,,,,,,,,,,,,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.5,1.5,0.1,linear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
