,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,2014-03-21,2014-03-22,2014-03-23,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,0.4999698770285157,-3.195080505426967,-1.9941504303374078,-1.9982044284897853,0.06011665091159646,0.4775844174395516,0.49999034200601056,0.3537221365589245,0.1729591169695741,-0.195187682439939,0.5000453955236486,0.4947929618288178,0.3452491339348498,0.4684800283986972,-0.13474217187452453,0.32018376564439244,0.41369667544803246,-0.15327375926224285,0.6176637940532732,0.19635155395663784,0.12191452590023477,0.3195087493679152,0.1428602054964534,0.1894255156197291,0.15264232721145365,-0.07588701184302504,0.4999916597370886,-0.03990943418493842,-0.19222803268970523,-0.3556366392568817,-0.0025332632418173517,-0.0983584115795404,-0.05388609436201719,-0.2645934383331756,-0.021469917598947674,-0.38170976155068104
2,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.4401068397481156,-0.21641544690504055,-0.10934401391234516,0.33772308662548767,0.6425663630877532,0.20188399007821012,0.20890984692782055,0.47862549604426796,-0.41905456697557675,0.23628584586036183,,,,,,,,,,,,,,,,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.5,0.5,0.0001,linear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
