,0,1,2,3,4,5,6,7,8,9,10,11
0,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13
1,0.03996057340242043,-0.30907473104563454,-0.023510135950460587,-0.03926688544505286,-0.002931534630755017,-1.268907436080256,-0.26274767408511135,0.27403405016755755,-0.008254327205976075,-0.04947497232156994,0.6479703429385877,0.03996017557863141
2,2014-04-02,2014-04-03,2014-04-04,2014-04-05,,,,,,,,
3,-0.6407043045213223,-0.3920689055323452,-0.19487752816626713,-0.6126032394307339,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,
5,0.01,1,0.1,poly,,,,,,,,
