,mood,arousal,valence,activity,screen,calls,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather
2014-03-22,7.0,0.0,1.0,0.3713608957795003,6747.242002010348,0.0,1.0,403.86699999999996,1871.4199999999996,723.923,0,0.0,0.0,294.72200000000004,662.4300000000002,0.0,2821.547,0.0,0
2014-03-23,7.0,-0.4,1.0,0.21799615246001347,36204.10500144957,1.0,0.0,1069.0759999999998,8325.709000000004,1164.8909999999998,0,0.0,0.0,66.582,26909.386999999988,0.0,274.31600000000003,21.201999999999998,0
2014-03-24,5.8,-0.2,-0.2,0.3554132307808778,11243.027001142504,0.0,0.0,2697.490999999998,3689.1920000000014,1131.0279999999998,0,0.0,0.0,443.717,1270.961,39.085,280.964,3.016,0
2014-03-25,6.2,-0.4,0.6,0.27495405128584044,21481.41899919509,0.0,0.0,2184.6150000000002,5755.2869999999975,13265.386,0,0.0,0.0,306.61799999999994,0.0,180.392,256.96299999999997,0.0,0
2014-03-26,7.0,-0.25,1.25,0.40504885492795534,11393.936997413637,1.0,1.0,700.6869999999998,6966.642000000003,2465.463,0,179.902,0.0,841.1200000000002,145.66899999999998,22.086,85.333,0.0,0
2014-03-27,7.0,0.75,1.25,0.3562184343434343,9123.214999675754,0.0,0.0,1005.019,3732.4959999999987,4003.163,0,1684.8090000000002,0.0,92.791,15.102,42.16,953.9160000000002,0.0,0
2014-03-28,7.0,0.6,1.2,0.4054120879120879,5532.185998201369,0.0,0.0,237.62600000000003,4366.890999999999,1032.5780000000002,0,162.835,0.0,51.548,0.0,6.021,0.0,0.0,0
2014-03-29,7.25,0.25,1.5,0.39717587768909013,10590.769999980927,0.0,0.0,1619.468,4979.601000000003,692.3729999999999,0,3467.0180000000005,0.0,122.69300000000001,97.176,56.117000000000004,124.06900000000002,0.0,0
2014-03-30,7.0,0.0,1.2,0.4181943516042781,7674.735999107361,1.0,0.0,782.5049999999999,2910.908,2285.785,0,663.5580000000001,0.0,210.147,522.704,0.0,272.746,48.303999999999995,0
2014-03-31,7.5,-0.25,1.5,0.383014657192235,15913.595998764033,1.0,0.0,2354.496,8950.416999999996,3680.2469999999994,0,675.346,0.0,96.98899999999999,277.922,34.179,7.025,0.0,0
2014-04-01,7.5,0.0,2.0,0.5112974987974988,9203.440999031063,0.0,0.0,1097.685,6127.288000000005,716.3050000000001,0,126.497,141.805,35.653,201.21000000000004,359.536,407.95700000000005,35.176,0
2014-04-02,7.0,0.5,1.0,0.46934807020553965,11304.200000286104,3.0,1.0,1484.9210000000003,4949.537999999999,3291.4939999999997,0,244.258,0.0,90.07,34.518,1204.9620000000002,38.474999999999994,22.09,0
2014-04-03,7.0,0.5,1.0,0.36056069989779277,14539.905001163484,1.0,0.0,2095.516,6108.804000000002,5385.856,0,633.2760000000001,0.0,70.19000000000001,50.619,153.237,138.92,4.011,0
2014-04-04,7.0,1.0,1.0,0.5438427062553628,11953.04599952698,1.0,1.0,1311.7930000000003,8742.767,1668.727,0,101.021,0.0,9.152000000000001,28.116,55.262,0.0,0.0,0
2014-04-05,6.5,0.75,1.0,0.3916318101453476,6510.458999395371,1.0,0.0,493.63599999999997,5175.979999999999,298.16499999999996,0,422.999,0.0,170.357,0.0,0.0,13.523,0.0,0
2014-04-06,7.0,0.0,0.6,0.30328085560394413,13406.313003063204,5.0,0.0,910.8159999999996,8068.376999999997,4011.5229999999997,0,37.627,0.0,71.52000000000001,199.814,71.76900000000002,35.299,0.0,0
2014-04-07,5.75,-0.25,0.25,0.38230822634774103,10270.581999778748,2.0,1.0,1382.885,5334.361999999998,2797.851,0,0.0,0.0,51.225,258.091,667.904,135.523,0.0,0
2014-04-08,6.6,0.2,0.6,0.23011788048552756,14280.335999727244,0.0,0.0,1037.2269999999996,4676.165000000001,752.6189999999999,0,79.64099999999999,0.0,103.98700000000001,770.5669999999999,127.947,63.865,29.157,0
2014-04-09,7.2,-0.4,1.2,0.38173429134967607,9193.630001068115,0.0,0.0,326.126,7386.368000000002,1175.57,0,115.42200000000001,0.0,99.89399999999998,89.013,0.0,0.0,0.0,0
2014-04-10,7.0,0.0,0.8,0.28412621329988913,22168.90200042724,0.0,1.0,1651.3680000000004,5707.486,555.1619999999999,0,12996.495000000003,0.0,200.45799999999997,668.6260000000001,0.0,0.0,2.006,0
2014-04-11,7.0,0.4,1.0,0.345387364023241,11599.447999715807,4.0,0.0,831.416,9208.996000000001,0.0,0,724.5960000000001,0.0,147.04000000000002,24.366999999999997,817.5950000000001,72.438,0.0,0
2014-04-12,7.75,-0.25,1.0,0.3283472785449071,6615.891999483104,0.0,0.0,210.005,3272.3650000000007,1705.2680000000003,0,602.51,0.0,167.09699999999998,142.86499999999998,136.50000000000003,300.455,0.0,0
2014-04-13,7.2,0.6,1.0,0.36259920634920634,7623.857996940615,1.0,0.0,514.242,4048.432,2732.627,0,18.832,0.0,145.47799999999998,10.827,0.0,146.002,0.0,0
2014-04-15,7.25,0.0,1.0,0.31928706797305756,9824.825997829437,1.0,0.0,2947.0299999999993,4146.797999999999,43.211000000000006,0,901.7180000000001,1082.168,471.44,11.039000000000001,156.19,0.0,0.0,0
2014-04-16,7.4,0.0,1.0,0.3784666077105747,10167.08800029755,2.0,0.0,935.2360000000001,3774.4689999999996,0.0,0,239.11399999999998,4233.241,143.656,527.6940000000001,312.53000000000003,0.0,0.0,0
2014-04-17,7.4,1.0,1.4,0.479780409353968,12462.838999986649,0.0,0.0,1454.2830000000004,7747.833999999998,238.24799999999996,0,356.74000000000007,2132.851,510.60900000000004,84.255,62.372,155.81799999999998,0.0,0
2014-04-18,7.6,0.4,1.0,0.38146043771043775,7498.4950013160715,2.0,0.0,456.46500000000003,4506.2609999999995,294.24499999999995,0,0.0,1189.424,170.24699999999999,164.892,6.017,79.97699999999999,166.96,0
2014-04-19,7.75,0.0,1.0,0.34415584415584416,2376.0099997520447,0.0,0.0,173.94899999999998,1734.427,5.035,0,133.636,0.0,134.006,0.0,0.0,194.06499999999997,16.059,0
