,mood,arousal,valence,activity,screen,calls,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather
2014-03-20,7.0,0.3333333333333333,0.6666666666666666,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2014-03-21,6.4,-0.6,0.4,0.17338556642033123,10506.898999214172,9.0,0.0,2765.003000000003,2927.505999999999,214.909,413.512,0.0,0.0,3858.5089999999996,1411.9190000000003,63.638000000000005,0.0,0.0,0
2014-03-22,5.8,-0.6,0.0,0.09600046671698094,12238.167000055313,0.0,0.0,5753.343999999999,4851.759,604.6679999999999,281.008,0.0,0.0,1110.389,1862.0810000000004,0.0,0.0,12.133,0
2014-03-23,6.0,-0.6,0.2,0.0664366525273635,8890.100001811985,0.0,0.0,5172.018999999998,3209.2240000000006,315.57700000000006,159.62400000000002,0.0,0.0,304.80899999999997,1348.6059999999995,0.0,0.0,0.0,0
2014-03-24,6.5,-1.0,0.25,0.08183477959828252,12546.419000387194,0.0,0.0,3389.1179999999986,6946.742,465.08600000000007,868.4489999999998,0.0,0.0,439.07399999999996,950.617,210.029,0.0,0.0,0
2014-03-25,5.75,-0.25,0.0,0.0869440958385846,13155.095999240873,1.0,1.0,5014.600999999999,5569.083000000001,0.0,377.516,0.0,0.0,1517.705,1172.6940000000002,1469.5229999999997,0.0,0.0,0
2014-03-26,7.0,-0.2,1.0,0.13618336177266896,10784.664999961855,1.0,1.0,3035.877999999999,4654.136,517.6050000000001,6.047999999999999,0.0,0.0,1899.149,1055.6129999999998,104.189,0.0,0.0,0
2014-03-27,6.6,-1.0,0.8,0.08024686578120244,12552.150002241135,1.0,0.0,1914.584999999999,9562.313000000002,245.31099999999998,155.584,0.0,0.0,98.693,1623.8840000000002,1.008,0.0,0.0,0
2014-03-28,6.2,-0.4,0.6,0.0696839987353426,11750.760998725893,1.0,0.0,6551.704000000001,7143.947000000001,161.928,223.365,0.0,0.0,309.146,1189.358,0.0,13.838000000000001,0.0,0
2014-03-29,8.0,-0.25,1.25,0.16564287093948113,4674.6099982261685,1.0,1.0,3150.464000000001,1853.369,11.45,155.06099999999998,0.0,0.0,33.428,821.441,0.0,0.0,0.0,0
2014-03-30,6.5,-1.0,1.0,0.009551822310687784,2666.268000602723,1.0,0.0,26314.186,520.2429999999999,0.0,0.0,0.0,0.0,24.286,0.0,0.0,0.0,0.0,0
2014-03-31,6.75,-0.25,0.75,0.046555175742613406,3093.012999773025,4.0,2.0,3419.888,1041.851,0.0,0.0,0.0,0.0,39.337,0.0,0.0,0.0,0.0,0
2014-04-01,6.2,0.0,0.4,0.052005566719441405,430.88399982452404,0.0,0.0,262.253,95.11999999999999,0.0,0.0,0.0,0.0,40.202,32.446,0.0,0.0,0.0,0
2014-04-02,7.0,-1.0,1.0,0.06348750312481978,779.8729991912842,0.0,0.0,1549.8489999999997,160.76300000000003,0.0,0.0,0.0,0.0,14.067,71.732,0.0,0.0,0.0,0
2014-04-03,7.333333333333333,-0.5,1.0,0.06938709391802697,2372.6589994430574,0.0,0.0,1613.3329999999996,373.998,0.0,8.059,0.0,0.0,67.906,46.582,0.0,0.0,0.0,0
2014-04-04,7.5,-1.0,1.0,0.0038194444444444413,307.5409996509551,0.0,0.0,239.324,36.288000000000004,0.0,0.0,0.0,0.0,31.473,0.0,0.0,0.0,0.0,0
2014-04-05,7.4,-1.6,0.6,0.016678436911487744,1485.8990004062653,0.0,0.0,1584.1660000000004,755.504,0.0,0.0,0.0,3.011,66.697,79.28,0.0,0.0,0.0,0
2014-04-06,7.4,-1.0,1.0,0.02901523603791795,1263.3870003223412,1.0,0.0,1628.3429999999996,6760.954,0.0,0.0,0.0,0.0,44.724000000000004,109.675,0.0,0.0,0.0,0
2014-04-07,7.0,-0.2,1.0,0.008827357154755957,550.3640000820161,0.0,1.0,224.36500000000004,106.62700000000001,0.0,0.0,0.0,0.0,84.59699999999998,133.944,0.0,0.0,0.0,0
2014-04-08,6.8,-0.2,0.8,0.03959208683473389,452.8569993972779,1.0,0.0,40323.877,67.482,0.0,0.0,0.0,0.0,47.408,0.0,0.0,0.0,0.0,0
2014-04-09,8.0,0.3333333333333333,1.0,0.11708683473389357,1098.342000484467,0.0,0.0,879.3349999999998,166.57600000000002,0.0,0.0,0.0,0.0,30.412,13.054,0.0,0.0,0.0,0
2014-04-10,6.666666666666667,-0.3333333333333333,1.0,0.0520108043217287,846.4809994697566,0.0,0.0,881.543,18.882,0.0,0.0,0.0,0.0,23.165,29.299,0.0,0.0,0.0,0
2014-04-11,7.75,1.0,1.0,0.026137955182072823,552.9420001506809,2.0,0.0,5877.102,19.197,0.0,0.0,0.0,0.0,61.623,66.422,0.0,0.0,0.0,0
2014-04-12,7.5,0.0,1.0,0.06368182159869593,115.98700022697447,0.0,0.0,93.682,0.0,0.0,0.0,0.0,0.0,22.238999999999997,0.0,0.0,0.0,0.0,0
2014-04-14,7.5,0.0,1.0,0.006666666666666669,327.7780001163484,0.0,0.0,168.58999999999997,40.208,0.0,0.0,0.0,0.0,2939.1149999999993,0.0,0.0,0.0,0.0,0
2014-04-15,6.0,-1.0,0.3333333333333333,0.0018079959256429832,321.80199980735784,0.0,0.0,3100.8449999999993,52.448,0.0,0.0,0.0,0.0,28.393,15.486,0.0,0.0,0.0,0
2014-04-16,6.0,0.5,0.25,0.05852007469654527,742.986000061035,0.0,0.0,5338.439,13.135,0.0,0.0,0.0,0.0,55.264,0.0,0.0,0.0,0.0,0
2014-04-17,6.2,0.0,0.4,0.053160014005602274,801.4089996814731,0.0,1.0,12956.374999999998,50.411,0.0,0.0,0.0,77.54299999999999,85.616,18.177,0.0,0.0,0.0,0
2014-04-18,6.5,-1.0,0.0,0.02083333333333331,106.7050001621246,0.0,0.0,102.985,39.213,0.0,0.0,0.0,0.0,28.42,0.0,0.0,0.0,0.0,0
2014-04-19,6.75,0.25,1.0,0.0017390289449112962,258.98600029945374,0.0,1.0,131.96300000000002,78.107,0.0,0.0,0.0,0.0,48.378,0.0,0.0,0.0,0.0,0
2014-04-20,7.5,-1.0,0.5,0.007997782446311861,863.2370004653925,0.0,1.0,430.852,211.953,0.0,0.0,169.699,0.0,50.403000000000006,0.0,0.0,0.0,0.0,0
2014-04-21,7.0,0.25,1.0,0.04212783797729616,596.8669996261602,1.0,0.0,1865.869,322.493,0.0,0.0,0.0,0.0,33.201,18.149,0.0,0.0,0.0,0
2014-04-22,7.0,-0.4,0.6,0.007632545771931958,727.9210000038145,1.0,1.0,1740.1560000000004,142.346,0.0,0.0,0.0,0.0,42.314,198.96600000000004,0.0,0.0,0.0,0
2014-04-23,7.0,-1.0,0.3333333333333333,0.04466630042821723,657.5240001678463,0.0,0.0,517.3549999999999,50.783,0.0,0.0,0.0,0.0,46.382000000000005,14.192,47.435,0.0,0.0,0
2014-04-24,7.333333333333333,0.3333333333333333,1.0,0.0647058823529411,620.2130000591281,0.0,0.0,383.3670000000001,75.65,0.0,0.0,0.0,32.423,33.272,0.0,94.26599999999999,0.0,0.0,0
2014-04-25,8.0,0.8,1.4,0.00590569561157796,805.6799995899206,0.0,0.0,1985.564,511.51599999999996,0.0,0.0,0.0,0.0,73.436,0.0,0.0,0.0,0.0,0
2014-04-26,8.0,-1.0,1.0,0.13349753694581282,184.45900034904486,0.0,1.0,9402.421,29.208000000000002,0.0,0.0,0.0,0.0,15.087,0.0,0.0,0.0,0.0,0
2014-04-27,7.666666666666667,0.0,1.0,0.003124999999999998,439.1410000324257,0.0,0.0,233.61700000000002,162.703,0.0,0.0,0.0,0.0,42.509,0.0,0.0,0.0,0.0,0
2014-04-30,7.0,1.0,1.0,0.05674603174603173,172.0380001068115,0.0,0.0,145.39999999999998,8.086,0.0,0.0,0.0,0.0,18.492,0.0,0.0,0.0,0.0,0
2014-05-01,6.0,0.0,0.5,0.08296407075071077,302.8090000152587,0.0,0.0,133.46400000000003,0.0,0.0,0.0,0.0,0.0,30.71,179.511,0.0,0.0,0.0,0
2014-05-02,6.666666666666667,0.3333333333333333,1.0,0.012500000000000006,288.2680001258849,0.0,0.0,240.86900000000003,7.0360000000000005,0.0,0.0,0.0,0.0,51.397999999999996,0.0,0.0,0.0,0.0,0
2014-05-03,6.8,0.2,1.0,0.0038194444444444443,694.194000244141,0.0,0.0,489.0370000000001,117.47999999999999,0.0,0.0,0.0,0.0,66.292,21.135,0.0,0.0,0.0,0
2014-05-04,6.8,0.0,0.8,0.0006944444444444441,354.1380004882811,0.0,0.0,209.419,59.025999999999996,0.0,0.0,0.0,0.0,54.525999999999996,31.135,0.0,0.0,0.0,0
2014-05-05,7.0,-1.0,1.0,0.006493506493506493,199.8310003280639,0.0,0.0,4698.054000000001,121.70400000000001,0.0,0.0,0.0,0.0,15.126000000000001,0.0,0.0,0.0,0.0,0
