,mood,arousal,valence,activity,screen,calls,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather
2014-04-03,7.4,-0.4,0.6,0.07881944444444446,3268.6729996204385,1.0,1.0,769.3079999999999,921.003,0.0,0,333.024,0.0,160.23999999999998,1084.116,0.0,0,0.0,0.0
2014-04-04,7.0,1.0,0.2,0.13924288801542117,2669.0670001506796,3.0,5.0,1759.1549999999997,732.123,0.0,0,421.726,0.0,120.40800000000002,828.336,106.467,0,0.0,0.0
2014-04-05,7.4,-0.2,0.6,0.05138888888888888,5887.944997787476,1.0,1.0,1794.5149999999996,2324.9719999999993,0.0,0,210.256,0.0,77.463,2323.352,0.0,0,19.125,0.0
2014-04-06,7.0,-1.0,0.2,0.08090277777777778,4060.829999446867,3.0,2.0,968.4260000000003,2075.1919999999996,0.0,0,136.404,48.857,63.425999999999995,1004.3,116.07000000000001,0,0.0,25.473999999999997
2014-04-07,7.6,1.0,0.8,0.08437499999999998,4268.787998676306,0.0,0.0,690.9370000000001,2670.4460000000004,0.0,0,121.22999999999999,0.0,69.964,656.9970000000001,58.36,0,0.0,0.0
2014-04-08,7.6,-0.6,0.8,0.0711805555555556,2996.426999568939,0.0,0.0,1083.4810000000007,1193.049,0.0,0,255.91199999999998,0.0,157.368,756.1780000000001,180.67600000000002,0,0.0,0.0
2014-04-09,7.0,0.4,0.8,0.11215277777777778,5062.94700074196,0.0,0.0,773.6049999999997,2828.066,0.0,0,96.43100000000001,0.0,254.451,921.989,187.411,0,0.0,0.0
2014-04-10,7.4,-0.2,0.4,0.125,3914.5509996414175,0.0,4.0,1097.3529999999998,1929.759,0.0,0,219.77300000000002,0.0,73.634,770.1020000000001,120.381,0,1.004,0.0
2014-04-11,5.8,0.4,-0.6,0.0857638888888889,2744.952001094818,1.0,0.0,683.6569999999999,712.525,0.0,0,114.861,0.0,46.373999999999995,1186.72,0.0,0,0.0,0.0
2014-04-12,7.0,0.25,0.5,0.07713122605363984,3724.4410007,3.0,1.0,2548.4929999999995,1614.3010000000002,0.0,0,148.916,0.0,47.089999999999996,1255.997,0.0,0,0.0,0.0
2014-04-13,8.75,0.5,1.5,0.13717672413793106,2255.3990004062657,2.0,1.0,636.07,751.3910000000001,0.0,0,30.042,0.0,74.851,762.4780000000001,0.0,0,0.0,0.0
2014-04-14,7.6,-0.8,0.8,0.0809027777777778,1172.4369986057281,0.0,0.0,472.51799999999986,497.5369999999999,0.0,0,69.951,0.0,63.226000000000006,39.27799999999999,0.0,0,0.0,29.346999999999998
2014-04-15,7.2,-0.6,0.6,0.09026916896235077,4384.615999937056,0.0,0.0,746.2599999999998,2107.4790000000003,0.0,0,141.707,0.0,87.431,1089.749,294.215,0,0.0,0.0
2014-04-16,7.8,-1.4,1.0,0.11818102240896361,6687.849000930786,0.0,0.0,927.055,2641.497999999999,0.0,0,113.07600000000001,0.0,102.04599999999999,849.533,2053.753,0,0.0,0.0
2014-04-17,7.6,0.2,0.8,0.10105333800186746,5559.077999114988,2.0,0.0,2018.1450000000002,1326.5809999999997,0.0,0,112.24600000000001,0.0,107.089,947.82,2643.7909999999997,0,0.0,0.0
2014-04-18,8.6,0.0,1.4,0.11597222222222221,2629.1490001678467,6.0,0.0,765.4779999999996,1006.05,0.0,0,36.260999999999996,0.0,54.524,558.1640000000001,207.49699999999999,0,0.0,0.0
