,mood,arousal,valence,activity,screen,calls,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather
2014-04-16,7.0,0.3333333333333333,0.3333333333333333,0.09502751346574717,4944.646000862122,5.0,1.0,765.4029999999997,1107.526,296.78499999999997,0.0,0,0.0,107.616,4201.893999999999,0.0,27.135,164.932,0
2014-04-17,7.2,-0.6,1.4,0.07217218985162761,18855.781001567848,2.0,0.0,2442.8319999999994,855.1450000000003,920.187,0.0,0,0.0,152.834,6420.128999999999,0.0,0.0,283.44500000000005,0
2014-04-18,7.4,-0.8,0.8,0.03685191214565247,11030.036000251765,3.0,1.0,1555.3640000000005,1833.537,675.412,0.0,0,0.0,70.61,6281.793000000001,0.0,0.0,102.369,0
2014-04-19,7.666666666666667,0.0,1.0,0.2593056365681861,10002.624000310898,2.0,0.0,2879.4609999999984,3989.4990000000003,438.444,0.0,0,0.0,55.455,3960.063999999999,0.0,0.0,83.939,0
2014-04-20,7.4,0.0,1.2,0.030758153108671048,10896.482999324795,0.0,0.0,669.1919999999998,1610.627,1526.508,0.0,0,0.0,60.848,7490.158,0.0,0.0,3.01,0
2014-04-21,7.2,0.0,0.6,0.03946064627478818,10135.54299950599,0.0,0.0,621.0539999999997,1390.445,962.3400000000001,0.0,0,0.0,63.275000000000006,9143.260999999999,3.0189999999999997,0.0,4.208,0
2014-04-22,6.2,-0.6,-0.2,0.08549666518980885,20483.757998943336,7.0,0.0,3783.6399999999994,1313.6709999999998,1181.991,0.0,0,0.0,78.571,7711.711000000001,52.43600000000001,0.0,90.13199999999999,0
2014-04-23,5.2,-0.2,-0.6,0.007715200197129406,6824.430000305174,1.0,0.0,865.25,276.21700000000004,1206.39,0.0,0,0.0,68.26299999999999,4779.349000000002,0.0,0.0,0.0,0
2014-04-24,7.0,-0.25,1.0,0.13427262029035048,8703.77899980545,5.0,3.0,3016.505999999998,2518.9939999999992,775.334,0.0,0,0.0,67.548,3687.524,50.712,0.0,90.989,0
2014-04-25,8.4,0.8,1.0,0.14645039109659086,9947.085997581482,31.0,2.0,4057.2559999999958,1350.6070000000004,538.707,0.0,0,0.0,52.19200000000001,2758.2599999999998,36.169000000000004,0.0,0.0,0
2014-04-26,7.6,0.4,1.0,0.33928663596710834,7284.819000482557,18.0,4.0,3269.4820000000004,331.262,226.066,0.0,0,0.0,55.925,3123.0409999999997,0.0,4.011,22.697,0
2014-04-27,6.2,-1.2,0.4,0.05465430293341843,19398.577001571655,4.0,0.0,2664.7200000000003,1552.4589999999996,1661.5770000000005,0.0,0,0.0,61.369,8264.921,0.0,0.0,4.976,0
2014-04-28,6.75,-1.25,0.75,0.08282125906813986,22753.78800058365,2.0,1.0,4788.741999999998,2341.413,937.921,3.1060000000000003,0,0.0,58.507,7012.939000000001,0.0,0.0,336.83900000000006,0
2014-04-29,6.2,-0.4,0.4,0.07974379446161026,16450.873999118805,3.0,1.0,4191.713000000002,1237.2300000000002,857.6800000000001,0.0,0,0.0,139.28200000000004,6191.382999999999,144.481,0.0,97.63600000000001,0
2014-04-30,6.4,-1.0,0.25,0.013273720505151208,8104.139999628068,1.0,0.0,1088.13,671.2689999999999,897.88,0.0,0,0.0,54.554,4923.7609999999995,219.173,0.0,0.0,0
