,Unnamed: 0,mood,arousal,valence,activity,screen,communication,office,social,travel,gsm,amusement,system
4,2014-03-25,7.5,0.5,1.0,0.06202266865015755,0.04048746527345093,0.0149196412037037,0.0031171527777777773,0.015902152777777782,0.0,0.0,0.020736701388888883,0.0016109490740740743
5,2014-03-26,7.2,0.2,0.8,0.06853709704220674,0.08194005788752333,0.01975685185185186,0.0,0.0170044212962963,0.0,0.2,0.035532893518518516,0.00798645833333333
6,2014-03-27,7.2,0.4,0.6,0.0906331678707439,0.06742050927546288,0.0565989699074074,0.0,0.01736701388888889,0.003045914351851852,0.0,0.023569375,0.007684965277777779
7,2014-03-28,7.2,0.6,1.0,0.2510368299862318,0.10914601852772404,0.04564177083333332,0.0003486226851851852,0.013442245370370372,0.0038188657407407407,0.1,0.009155254629629628,0.004358333333333335
8,2014-03-29,6.8,0.6,0.6,0.2092882156846513,0.06646560187141101,0.01627094907407407,0.0,0.029318171296296294,0.0022621180555555554,0.9,0.01944840277777777,0.006849074074074072
9,2014-03-30,8.0,1.0,1.0,0.008333333333333333,0.006846458329646679,0.003552673611111112,0.0,0.001301886574074074,0.000691724537037037,0.0,0.0,0.0013036342592592592
10,2014-03-31,7.25,0.5,1.0,0.09798605176533888,0.06754253473822715,0.017617372685185182,0.0,0.03206252314814815,0.09484498842592592,0.0,0.01078800925925926,0.0074271643518518515
11,2014-04-01,7.4,0.6,1.0,0.14677639218080402,0.0652824768644792,0.04668606481481481,0.009140393518518518,0.012881759259259258,0.0015946875,0.6,0.02443444444444444,0.01228855324074074
20,2014-04-10,6.75,1.0,1.0,0.1007738835024844,0.09407348379492766,0.039120289351851856,0.0005931944444444444,0.022378472222222227,0.0020021875,0.0,0.029143125000000013,0.006604224537037037
21,2014-04-11,7.2,0.4,1.0,0.2073736502423656,0.0423667013893525,0.0057394907407407394,0.0,0.016634201388888898,0.001633206018518518,0.0,0.011019039351851851,0.013080208333333327
22,2014-04-12,7.2,0.4,1.0,0.1659532018869328,0.05430074073374275,0.012973692129629628,0.0,0.012708194444444449,0.0,0.0,0.019538078703703703,0.013012673611111109
23,2014-04-13,7.2,-0.2,1.0,0.0756640189523358,0.09185010416364227,0.01610327546296296,0.0,0.02979234953703704,0.0023844212962962964,0.0,0.036117511574074085,0.0072516550925925925
24,2014-04-14,7.0,0.8,1.0,0.0851143385464617,0.01873253471597477,0.004390347222222221,0.0017228009259259258,0.0036987268518518523,0.003141504629629629,0.1,0.0,0.005312847222222221
25,2014-04-15,7.0,0.4,1.0,0.10223628470884813,0.09428959490248442,0.07575024305555557,0.00015192129629629632,0.01743627314814815,0.0009556944444444443,0.1,0.021266863425925927,0.012415856481481479
26,2014-04-16,7.2,0.8,1.0,0.11137417839840907,0.07110101854911552,0.04113534722222227,0.0006395486111111112,0.011844803240740744,0.0022721412037037037,0.3,0.008830266203703706,0.00825609953703703
27,2014-04-17,7.0,0.4,1.0,0.116150874870911,0.051658981478324616,0.01913563657407408,0.0,0.017268240740740744,0.0,0.2,0.014387025462962963,0.0042940625
28,2014-04-18,7.0,1.0,1.0,0.1885545199849485,0.04140199073762808,0.015702384259259263,0.0,0.0006217245370370371,0.0,0.1,0.023413159722222226,0.0017668287037037047
29,2014-04-19,7.0,1.0,1.0,0.16723933497618124,0.015530046312897285,0.011340578703703705,0.0,0.0030733680555555553,0.0,0.0,0.0,0.0006063425925925928
30,2014-04-20,7.2,0.4,1.0,0.12116526023672415,0.11554383102114545,0.04445715277777778,0.002966400462962963,0.02744574074074074,0.009067870370370368,0.0,0.026619699074074073,0.004806006944444445
31,2014-04-21,7.4,0.4,1.0,0.0881963953222814,0.026177928243522296,0.038924375,0.0,0.004513298611111111,0.0002215972222222222,0.1,0.0040624421296296285,0.0014989583333333333
32,2014-04-22,6.6,0.6,1.0,0.050621498599439735,0.09766396991356656,0.057112002314814815,0.0,0.018073518518518517,0.000833935185185185,0.2,0.02347078703703704,0.004452326388888889
33,2014-04-23,7.25,1.0,1.0,0.07183591337438762,0.11565056713918848,0.041921666666666656,0.00036027777777777783,0.013865023148148154,0.005414965277777778,0.1,0.02622517361111111,0.007892349537037038
34,2014-04-24,7.2,1.0,1.0,0.10981776234215576,0.09647368056630652,0.02362834490740741,0.0,0.023203333333333343,0.0033476157407407413,0.1,0.044777326388888886,0.17502903935185182
