predict_day,user,window,mood,arousal,valence,activity,true_mood
2014-03-23,AS14.15,2014-03-21-2014-03-22,7.0,-0.1,0.9,0.07014158939929246,7.0
2014-03-24,AS14.15,2014-03-22-2014-03-23,7.0,-0.1,1.0,0.10799336456990827,7.0
2014-03-25,AS14.15,2014-03-23-2014-03-24,7.0,0.6,0.9,0.07246376811594206,7.0
2014-03-26,AS14.15,2014-03-24-2014-03-25,7.0,0.9,0.9,0.0021551724137931,7.2
2014-03-27,AS14.15,2014-03-25-2014-03-26,7.1,1.1,0.9,0.11558109833971908,7.0
2014-03-28,AS14.15,2014-03-26-2014-03-27,7.1,1.2,0.9,0.11342592592592599,7.2
2014-03-29,AS14.15,2014-03-27-2014-03-28,7.1,1.1,1.0,0.02103174603174602,7.0
2014-03-30,AS14.15,2014-03-28-2014-03-29,7.1,0.0,0.9,0.18400793650793654,7.4
2014-03-31,AS14.15,2014-03-29-2014-03-30,7.2,-1.0,0.9,0.2894146825396826,7.2
2014-04-01,AS14.15,2014-03-30-2014-03-31,7.300000000000001,-0.30000000000000004,1.0,0.12643849206349211,7.2
2014-04-08,AS14.15,2014-04-06-2014-04-07,6.5,0.1,0.2,0.05666866028708127,6.8
2014-04-09,AS14.15,2014-04-07-2014-04-08,6.8,0.30000000000000004,0.5,0.05337918660287075,7.0
2014-04-10,AS14.15,2014-04-08-2014-04-09,6.9,0.1,0.8,0.0043859649122807,7.2
2014-04-11,AS14.15,2014-04-09-2014-04-10,7.1,0.2,1.0,0.00833333333333333,7.0
2014-04-12,AS14.15,2014-04-10-2014-04-11,7.1,0.4,0.9,0.02180451127819548,7.4
2014-04-13,AS14.15,2014-04-11-2014-04-12,7.2,0.7,0.9,0.06640624999999997,7.0
2014-04-14,AS14.15,2014-04-12-2014-04-13,7.2,1.5,1.0,0.04854910714285713,7.0
2014-04-15,AS14.15,2014-04-13-2014-04-14,7.0,1.5,1.0,0.04243827160493827,7.0
2014-04-16,AS14.15,2014-04-14-2014-04-15,7.0,0.4,1.0,0.04243827160493827,7.0
2014-04-17,AS14.15,2014-04-15-2014-04-16,7.0,0.0,1.0,0.06195023148148146,6.4
2014-04-18,AS14.15,2014-04-16-2014-04-17,6.7,0.1,0.5,0.10752314814814809,6.0
2014-04-19,AS14.15,2014-04-17-2014-04-18,6.2,-0.2,0.0,0.1758297864396653,7.0
