0,0,2
-0.89249536704,-0.230526212285,-0.306956059726,-0.506956059726,0.093043940274,0.293043940274,0.293043940274,0.493043940274,0.293043940274,0.793043940274,
-0.69249536704,1.06947378771,0.043043940274,0.493043940274,0.543043940274,-2.95695605973,-2.30695605973,-2.95695605973,-1.37362272639,-1.20695605973,0.093043940274,0.043043940274,0.043043940274,0.293043940274,0.493043940274,0.293043940274,0.293043940274,0.793043940274,-0.306956059726,0.293043940274,0.493043940274,-0.106956059726,0.793043940274,0.493043940274,0.493043940274,0.493043940274,0.493043940274,0.493043940274,0.493043940274,0.493043940274,1.09304394027,0.693043940274,0.293043940274,0.093043940274,0.293043940274,0.093043940274,0.293043940274,0.043043940274,0.293043940274,-0.373622726393,
