0,0,2
0.50102034165,-0.121331439552,0.732067466582,-0.667932533418,0.732067466582,0.382067466582,0.632067466582,
-0.498979651731,0.128668558174,-0.667932537783,0.882067462217,0.932067462217,1.38206746222,1.13206746222,-0.0679325377828,-0.667932537783,0.332067462217,-0.367932537783,-0.867932537783,-0.0679325377828,0.132067462217,-0.867932537783,-1.06793253778,-0.867932537783,-1.36793253778,0.132067462217,-0.267932537783,1.13206746222,-0.617932537783,-0.367932537783,-0.267932537783,-0.534599204449,0.332067462217,0.382067462217,1.13206746222,
