0,0,2
-0.370917318657,0.75166313438,-0.259435433312,-0.259435433312,
-0.370917318657,-0.24833686562,-1.25943543331,0.573897900021,-0.0594354333121,-0.00943543331214,-0.259435433312,-0.509435433312,-0.426102099979,0.140564566688,-0.00943543331214,-0.859435433312,-0.0594354333121,1.94056456669,0.740564566688,0.540564566688,
