0,0,2
-0.060652637935,-0.261009808804,-0.869927811721,-0.0699278117212,-0.319927811721,-0.0699278117212,
-0.460652638703,-0.461009805265,-0.0699278088198,-0.0699278088198,0.13007219118,0.73007219118,-0.26992780882,0.73007219118,0.93007219118,-0.66992780882,-0.0699278088198,-0.0699278088198,-0.56992780882,-0.0699278088198,-0.0699278088198,0.33007219118,-0.26992780882,-0.0699278088198,-0.0699278088198,-0.0699278088198,-0.0699278088198,0.33007219118,0.13007219118,-0.0699278088198,
