0,0,2
-0.448102438559,1.30069758879,0.154327281433,-0.245672718567,0.354327281433,0.154327281433,
-0.448102458141,0.150697570353,0.154327271238,-0.445672728762,-0.045672728762,-1.64567272876,1.15432727124,0.054327271238,-0.245672728762,-0.645672728762,0.354327271238,0.554327271238,0.154327271238,0.154327271238,1.88766060457,0.554327271238,0.354327271238,-0.245672728762,-0.845672728762,0.154327271238,-0.245672728762,-1.04567272876,-0.045672728762,0.220993937905,
