0,0,2
-0.126490965436,0.00140873335375,-0.194825517172,0.205174482828,0.205174482828,0.00517448282791,-0.794825517172,-0.194825517172,-0.194825517172,
0.273509034564,0.601408733354,0.205174482828,0.205174482828,0.655174482828,0.155174482828,0.405174482828,1.00517448283,0.805174482828,0.205174482828,-0.194825517172,0.00517448282791,0.0718411494946,-0.194825517172,-0.594825517172,0.00517448282791,0.405174482828,-0.344825517172,-0.0948255171721,0.205174482828,-0.0948255171721,-0.194825517172,0.00517448282791,-0.594825517172,-0.194825517172,-0.0948255171721,-0.0948255171721,0.00517448282791,-0.594825517172,-0.394825517172,-0.594825517172,-0.394825517172,0.00517448282791,0.155174482828,-0.194825517172,-0.344825517172,
