0,0,2
0.43458719795,0.693556979473,0.0149115445108,-0.735088455489,-0.485088455489,-0.318421788823,
0.63458719795,-0.00644302052662,-0.985088455489,-0.185088455489,0.0149115445108,-0.735088455489,0.0149115445108,0.0149115445108,0.0149115445108,-0.185088455489,0.264911544511,0.764911544511,0.0149115445108,0.514911544511,-0.185088455489,-0.185088455489,-0.185088455489,-0.185088455489,0.214911544511,-0.585088455489,-0.235088455489,0.514911544511,0.614911544511,0.414911544511,
