0,0,2
-0.194914025415,-0.198755837646,0.000736874709719,-0.19926312529,0.20073687471,0.000736874709719,0.20073687471,0.20073687471,-0.19926312529,
0.00508597458512,-0.198755837646,0.000736874709719,0.000736874709719,0.20073687471,-0.99926312529,-0.0492631252903,0.000736874709719,0.60073687471,0.000736874709719,-0.0492631252903,0.40073687471,-0.132596458624,0.000736874709719,-0.59926312529,-0.0492631252903,-0.19926312529,0.60073687471,-0.19926312529,-0.39926312529,0.000736874709719,-0.0492631252903,0.000736874709719,0.20073687471,-0.19926312529,0.40073687471,-0.29926312529,0.000736874709719,0.000736874709719,0.20073687471,0.20073687471,0.000736874709719,0.40073687471,0.20073687471,0.000736874709719,0.000736874709719,
