0,0,2
0.52601104891,-0.465872527503,-0.539612553257,0.710387446743,0.0103874467426,
1.07601104891,0.0341274724971,-0.189612553257,-0.389612553257,-0.289612553257,0.610387446743,1.46038744674,-0.289612553257,-0.789612553257,-0.539612553257,0.210387446743,0.610387446743,0.410387446743,-0.789612553257,-0.589612553257,0.210387446743,-0.289612553257,-0.389612553257,0.410387446743,-0.122945886591,
