0,0,2
0.665207892249,-0.112724761,-0.127213560373,0.272786439627,0.672786439627,0.0727864396269,-0.327213560373,
0.365207886039,-0.31272476774,0.872786439995,-1.37721356,0.472786439995,0.0727864399951,0.872786439995,-0.327213560005,-0.927213560005,0.672786439995,-1.32721356,-0.377213560005,0.672786439995,0.872786439995,0.122786439995,-0.127213560005,0.872786439995,-0.127213560005,0.872786439995,0.122786439995,0.372786439995,-0.127213560005,-0.927213560005,-0.727213560005,-0.327213560005,0.272786439995,-0.327213560005,-0.127213560005,
