0,0,2
-0.959086572718,0.793834815075,-0.508665011601,-0.258665011601,
-0.659086575489,-1.45616516829,-0.00866501616205,-0.408665016162,-0.808665016162,-0.00866501616205,0.324668317171,0.491334983838,0.391334983838,0.391334983838,-0.00866501616205,-0.208665016162,0.991334983838,-0.341998349495,0.741334983838,0.491334983838,
