Unnamed: 0,mood,arousal,valence,activity,screen,communication,finance,office,social,travel,weather,gsm,amusement,system
2014-03-20,7.0,0.3333333333333333,1.0,0.0822704081632655,0.07685929398569792,0.02327896990740741,0.00044619212962962966,0.0026404861111111112,0.009005509259259262,0.0,0.0,0.13333333333333333,0.022338668981481482,0.008055798611111113
2014-03-21,7.8,-0.4,1.2,0.2122594681147313,0.11372296295508186,0.03598157407407406,0.0,0.0,0.019507337962962955,0.0,0.0,0.3333333333333333,0.049561180555555535,0.011948622685185182
2014-03-22,7.6,-0.8,1.0,0.22079067100843272,0.16810881944166284,0.09950188657407405,0.0,0.0,0.022036423611111113,0.0,0.0,0.0,0.023744560185185188,0.015859710648148142
2014-03-23,7.8,-0.6,1.0,0.1212586113947738,0.18553873841685262,0.05710320601851854,0.0,0.0,0.036746168981481496,0.0,0.00424695601851852,0.0,0.06568363425925923,0.011668668981481481
2014-03-24,7.8,-0.2,1.0,0.1440737345192111,0.18206043981291634,0.07048759259259257,0.002246203703703704,0.0015908564814814813,0.041146481481481485,0.0,0.0001744212962962963,0.0,0.03425849537037037,0.014673344907407413
2014-03-25,8.0,-0.2,1.0,0.1341467837134854,0.18352755788299774,0.10607869212962964,0.00029431712962962967,0.0,0.02445608796296296,0.0,0.0,0.13333333333333333,0.03539287037037037,0.021230706018518525
2014-03-26,6.8,0.2,0.6,0.20092126251271453,0.23521093750441513,0.08953047453703707,0.0,0.0030023379629629627,0.03680777777777778,0.0,7.045138888888891e-05,1.0,0.032050613425925925,0.017294525462962954
2014-03-27,7.75,-0.75,1.0,0.16013329380691074,0.2064536689828943,0.09975762731481483,0.00015112268518518518,0.00041946759259259254,0.04495166666666668,0.0,0.0,0.13333333333333333,0.04206660879629631,0.01803285879629629
2014-03-28,7.8,0.0,1.0,0.24840717003596194,0.20453806714051304,0.08885886574074073,0.00015148148148148147,0.0007930902777777778,0.02378957175925926,0.00030785879629629636,0.0,0.13333333333333333,0.024603854166666675,0.01722289351851851
2014-03-29,8.4,-1.4,1.0,0.13252437397512365,0.20225546297099847,0.10918976851851847,0.0,0.0026058680555555557,0.019962361111111118,0.0,0.0,0.13333333333333333,0.05731187499999999,0.009357071759259263
2014-03-30,7.6,-1.2,1.0,0.1126500911089034,0.13541826390281875,0.053997418981481485,0.0,0.0005121064814814815,0.025276087962962972,0.002990451388888889,1.1655092592592594e-05,0.4,0.03905809027777779,0.011425162037037034
2014-03-31,7.6,-0.8,1.0,0.2345195085543214,0.15013670139290672,0.10923687500000005,0.0,0.0,0.01167488425925926,0.000591064814814815,0.0,0.0,0.01605438657407408,0.010060914351851856
2014-04-01,7.8,-1.2,1.2,0.15715008108506562,0.1490927893447655,0.05294082175925929,0.0006627777777777778,0.0,0.013592361111111112,0.0003272569444444444,0.0,0.5333333333333333,0.060393587962962944,0.05617381944444444
2014-04-02,7.6,-0.6,0.6,0.16374439803612315,0.1050205439632689,0.04545033564814816,0.0001510185185185185,0.0,0.00819896990740741,0.0,0.0,0.0,0.0312153125,0.007766944444444447
2014-04-03,8.0,0.2,1.0,0.12517288902232326,0.16735570602946798,0.0428970601851852,0.0,0.0012156018518518518,0.03408057870370372,2.3263888888888887e-05,0.0,0.06666666666666667,0.06383373842592595,0.01815813657407408
2014-04-04,7.8,-1.2,1.0,0.14254031358756433,0.18100026620482954,0.057653530092592574,0.004303900462962963,0.0,0.016846782407407414,0.0008546990740740741,0.0,0.2,0.05636369212962961,0.020237025462962972
