mood,arousal,valence,activity,screen,communication,finance,office,social,travel,weather,gsm,amusement,system
7.0,0.0,0.6666666666666666,0.06284722222222221,0.054470381951994364,0.03110017361111112,0.0,0.00015403935185185187,0.0014186111111111112,0.002237465277777778,3.49537037037037e-05,0.0,0.05331903935185181,0.0017368402777777773
6.75,0.75,0.25,0.03333333333333332,0.08287361110802051,0.036895520833333334,0.0,0.0,0.00021218749999999997,0.0022406018518518517,0.0,0.06666666666666667,0.4159449652777778,0.0034989351851851852
7.25,0.5,0.5,0.07916666666666668,0.0686340740819772,0.036479178240740755,0.0006306944444444445,4.7349537037037016e-05,0.01045318287037037,0.0028998726851851855,0.0,0.0,0.01235804398148148,0.0009366319444444444
6.2,0.4,-0.2,0.025694444444444447,0.08347445603322096,0.027977256944444456,0.001228240740740741,0.00011870370370370368,0.001423599537037037,0.0003758564814814815,0.00020177083333333334,0.06666666666666667,0.04612660879629626,0.0038268287037037042
7.75,0.5,0.75,0.0863155761862658,0.09898179398366702,0.017421076388888897,0.0007100578703703703,1.162037037037037e-05,0.003690358796296296,0.0,0.0,0.3333333333333333,0.031909733796296295,0.008118472222222223
7.8,-0.4,0.8,0.027083333333333348,0.048257199062241435,0.009151064814814813,0.0,0.0,0.005805752314814816,1.1689814814814815e-05,0.00016662037037037036,0.06666666666666667,0.02824074074074075,0.0024372916666666666
8.25,-0.25,1.0,0.07977843915343913,0.12115143520688576,0.030578263888888894,0.0006489699074074076,7.055555555555556e-05,0.0033995254629629627,0.011386215277777776,0.0,0.26666666666666666,0.06518354166666668,0.0067238773148148145
8.0,-0.4,1.0,0.08229166666666668,0.08700204860005112,0.04025721064814817,0.0,0.0,0.0021857291666666665,0.0018252546296296296,0.0,0.3333333333333333,0.03665255787037037,0.005302708333333333
7.75,-1.0,1.0,0.11195652173913047,0.10033901619138541,0.040434270833333334,0.00025001157407407405,0.0,0.0056932060185185185,0.0,0.0005864583333333334,0.2,0.03677729166666669,0.016065671296296293
7.0,-0.2,0.2,0.08333333333333336,0.07880677082748323,0.03893064814814815,0.0011259490740740741,4.74537037037037e-05,0.00011741898148148148,0.006671099537037035,0.0,0.2,0.024039375000000005,0.007261782407407408
7.6,0.0,0.6,0.07986111111111115,0.14972321760599255,0.06087413194444443,0.001430925925925926,0.0,0.0012395601851851851,0.0015877314814814816,0.0,0.3333333333333333,0.048802789351851866,0.026553356481481483
6.2,0.2,0.0,0.04138655462184872,0.04185399305489331,0.008079780092592597,0.0,0.0,0.0003915509259259259,0.0,0.00038037037037037043,0.13333333333333333,0.016307546296296292,0.01576008101851852
7.6,0.0,0.6,0.18090277777777766,0.07083185184609006,0.023224756944444442,0.0011260416666666667,4.675925925925926e-05,0.0024262152777777776,0.01746262731481482,0.0,0.2,0.017702939814814817,0.006808148148148146
7.25,-0.75,0.75,0.07604166666666665,0.08000747684803274,0.03590895833333332,0.0005529166666666668,0.0,0.0019249884259259263,0.0031828935185185185,0.0,0.26666666666666666,0.03446450231481483,0.0032319328703703703
7.5,0.0,0.75,0.11562500000000005,0.06325339121399101,0.03497776620370371,0.0,1.1712962962962963e-05,0.0012638888888888888,0.0,0.0,0.0,0.025443460648148147,0.0006256712962962962
6.8,-0.4,0.8,0.13888888888888887,0.0828778703979872,0.0334325462962963,0.0005984953703703703,4.658564814814815e-05,0.003014212962962963,0.0,0.0002803703703703704,0.0,0.04141896990740742,0.003379791666666667
6.2,-0.5,0.0,0.07812500000000004,0.061963877335742656,0.030502546296296302,0.0008835416666666669,3.521990740740741e-05,0.003485636574074074,0.004029652777777778,0.0010457407407407407,0.0,0.01918457175925925,0.0020209837962962963
7.2,0.0,0.6,0.08645833333333333,0.04694128472495964,0.01994186342592593,0.0018540625,1.1944444444444444e-05,0.0003978125,0.004513217592592593,0.0,0.06666666666666667,0.20040487268518514,0.0025378240740740743
6.5,0.25,0.25,0.034126984126984145,0.04980440972579851,0.019851099537037044,0.00027050925925925924,0.0,0.0003284953703703703,0.00030108796296296296,0.0,0.2,0.023627361111111102,0.0052662731481481475
6.0,0.75,0.0,0.030357142857142864,0.024983645851413404,0.009570219907407411,0.0,0.0,0.0022716550925925925,0.0,0.0,0.06666666666666667,0.010666134259259257,0.001370462962962963
6.8,0.0,0.6,0.11428571428571427,0.06437589119429937,0.008857650462962963,0.00027487268518518524,0.0,0.0,0.006931805555555556,0.0,0.0,0.007997256944444442,2.324074074074074e-05
7.0,0.0,0.8,0.06944444444444445,0.032888460650488185,0.019267557870370378,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.01326792824074074,0.0006840046296296297
6.0,-0.8,0.0,0.1722222222222222,0.014083865737473526,0.005827048611111112,0.0,0.0,0.0,0.004757418981481481,0.0,0.06666666666666667,0.0031699305555555547,0.0001527199074074074
5.8,-0.2,-0.2,0.08333333333333319,0.009527650464464117,0.002160717592592593,0.0,5.820601851851852e-05,0.0,0.000899537037037037,0.0,0.13333333333333333,0.005586458333333334,0.0008736458333333334
6.0,0.0,0.0,0.08854166666666669,0.020832141199045702,0.006893888888888889,0.0017219444444444446,0.0,0.0,0.0,0.0,0.13333333333333333,0.012069409722222223,0.0013965856481481483
5.5,-0.5,-0.25,0.015584415584415588,0.006814606484991531,0.0030421180555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.004855231481481482,0.00011714120370370371
7.0,0.0,0.75,0.11045653907496013,0.025595462967952076,0.014676354166666673,0.00042259259259259257,0.0,0.0,0.0004979629629629631,0.0,0.13333333333333333,0.007546273148148146,0.0004248032407407407
6.6,-1.2,0.6,0.11473829201101933,0.02736298611318624,0.00597795138888889,0.0009284606481481481,0.0008374074074074075,0.00044116898148148146,0.00025609953703703705,0.0,0.2,0.017230231481481475,0.0015405324074074073
8.0,0.25,1.0,0.11314935064935065,0.021949965266717816,0.00881358796296296,0.0,4.662037037037038e-05,0.00042217592592592594,0.005502152777777778,0.0,0.0,0.006762118055555558,0.00015228009259259258
6.25,0.0,0.25,0.041548295454545435,0.004873622688982222,0.002872800925925926,0.0,0.0,0.0031006018518518518,0.0007098148148148148,0.0,0.0,0.0024186342592592593,2.3287037037037038e-05
6.5,-1.0,0.5,0.015309343434343441,0.009816365738709764,0.0007729050925925925,0.00038062499999999994,0.0,0.0,0.0,0.0,0.13333333333333333,0.006422245370370372,0.0007978125
6.6,-0.2,0.4,0.06439393939393938,0.03023608795746607,0.00967502314814815,0.0,0.0,0.00030634259259259265,0.0,0.0,1.0,0.016515451388888887,0.009425335648148146
6.333333333333332,-0.3333333333333333,0.3333333333333333,0.03922032828282828,0.033857569440647405,0.008855555555555556,0.0008255439814814815,0.0,0.0003256365740740741,0.0,0.0,0.26666666666666666,0.013893657407407405,0.009383472222222222
7.2,0.2,1.0,0.04203282828282828,0.0088407060145228,0.00350670138888889,0.0,0.0,0.0,4.6574074074074076e-05,5.8240740740740743e-05,0.3333333333333333,0.004890567129629628,0.0002707407407407407
7.25,0.25,1.0,0.11581439393939395,0.01462679399108445,0.007456805555555553,0.0005542708333333333,0.0,0.0,0.0,0.0001628009259259259,0.0,0.0113037962962963,4.656249999999999e-05
8.0,0.0,1.0,0.11026936026936032,0.020802604166997803,0.012172708333333336,0.002352488425925926,0.0,9.520833333333335e-05,0.0,0.00029469907407407407,0.0,0.0046819444444444434,0.0008649537037037037
