,mood,arousal,valence,activity,screen,communication,finance,office,social,travel,gsm,amusement,system
0,7.0,-0.5,1.0,0.14829053656064528,0.07020498843104755,0.010771400462962962,0.0,0.0,0.05085178240740742,0.0,0.18181818181818182,0.0024003125,0.008573703703703703
1,6.75,0.0,0.75,0.11218869731800768,0.12127334490970333,0.029404756944444433,0.0,0.0,0.041312187499999986,0.0,0.8181818181818182,0.044693773148148146,0.056357129629629674
2,6.75,1.0,1.0,0.12607506942792832,0.11523835647437303,0.015255416666666667,0.0,0.0,0.01350699074074074,0.0011703472222222221,0.45454545454545453,0.011586331018518522,0.07586671296296299
3,5.8,-0.2,0.25,0.0500026692883376,0.035707824081182477,0.009151712962962966,0.0,0.0,0.010584710648148147,0.0,0.09090909090909091,0.00548255787037037,0.009497685185185182
4,6.4,0.4,0.4,0.07254649006645172,0.04450957176034099,0.007334571759259258,0.00012777777777777776,0.00019894675925925925,0.01087582175925926,0.00893980324074074,0.09090909090909091,0.004892141203703703,0.011042071759259258
5,6.4,0.4,0.75,0.14079215484201238,0.10292371526912408,0.03389848379629631,0.0006409490740740741,0.0,0.037655520833333345,0.0007879513888888889,0.18181818181818182,0.008739097222222218,0.01544430555555555
6,6.0,-0.4,0.3333333333333333,0.14706022748475056,0.1529565740790631,0.0268503125,0.0014872453703703703,0.004600717592592593,0.029946435185185194,0.00029756944444444443,0.2727272727272727,0.008785821759259255,0.00974145833333333
7,5.4,0.4,0.0,0.1573412698412698,0.11647502316920844,0.03195341435185184,0.0015465277777777777,0.009815127314814813,0.048763854166666655,0.004326226851851853,0.2727272727272727,0.013828773148148144,0.027617106481481517
8,6.5,0.75,0.6666666666666666,0.13877989048726838,0.08572111109616581,0.014409189814814814,0.0,0.006077974537037035,0.026989560185185186,0.019549965277777786,1.0,0.004160486111111111,0.014338344907407416
9,6.2,0.0,0.4,0.15029831343020306,0.05632775463991696,0.002458796296296296,0.0004584606481481481,0.0,0.024158078703703702,0.002477824074074074,0.36363636363636365,0.016850520833333334,0.018671064814814807
10,6.25,0.25,0.75,0.08721111947339888,0.032616076392156086,0.0019210763888888888,0.0,0.0,0.012289803240740745,0.004008611111111112,0.0,0.0073648726851851835,0.006569675925925926
11,6.4,0.2,1.0,0.12565511935667534,0.0694265856511063,0.007574583333333335,0.0005715162037037036,5.8287037037037045e-05,0.03151650462962964,0.0028771412037037042,0.0,0.0102584375,0.01899702546296297
12,6.25,0.0,0.25,0.11765497159315708,0.09254098380053484,0.016094791666666667,0.0022699189814814813,0.0011444675925925928,0.03895422453703703,0.001358148148148148,0.18181818181818182,0.01681444444444444,0.0355433101851852
13,5.25,0.0,-0.5,0.16551672904404247,0.1278378009078679,0.020472731481481474,0.00044118055555555555,0.0020827199074074073,0.045958090277777794,0.0007623726851851852,0.0,0.02913734953703704,0.35343997685185163
14,6.4,0.2,0.6,0.1338207834315732,0.0900753935150526,0.006337395833333331,0.0,0.0,0.05741329861111112,0.0,0.0,0.005131597222222222,0.024473726851851854
15,6.6,-0.5,1.0,0.07151068346684088,0.05657609951440938,0.001958275462962963,0.0,0.0,0.029796157407407407,0.0026907638888888892,0.18181818181818182,0.004421192129629629,0.11251755787037039
16,6.8,0.0,0.8,0.08403201429421403,0.08443517361526136,0.021834976851851845,0.0,0.0001279976851851852,0.0260799537037037,0.006910104166666664,0.0,0.007795601851851849,0.03329246527777778
17,5.6,0.6,0.0,0.09538332496422718,0.1001388426180239,0.018956863425925917,0.0,0.0005233564814814815,0.04734938657407406,0.0018066666666666667,0.2727272727272727,0.013168020833333332,0.014400428240740741
18,6.6,-0.4,0.8,0.08742418577600533,0.09067504628940869,0.01257892361111111,0.0002555671296296297,0.0,0.03735508101851853,0.0,0.09090909090909091,0.019340659722222216,0.018892361111111106
19,6.8,0.2,1.0,0.12005049713493485,0.08313686341875132,0.025027245370370363,0.00046668981481481485,0.0020088657407407403,0.03680146990740741,0.0,0.5454545454545454,0.0032094675925925928,0.027288622685185174
20,7.0,0.0,1.0,0.19809923260395693,0.08139795142191428,0.02523672453703704,0.0,0.0,0.02116596064814814,0.0014945833333333334,0.45454545454545453,0.011458923611111112,0.03329534722222224
21,6.8,-0.6,0.8,0.13106163600075882,0.08967267360676216,0.020399652777777777,0.0005760185185185186,0.0014478124999999999,0.04530310185185185,0.003033136574074074,0.18181818181818182,0.005023379629629629,0.012890717592592593
22,6.6,-0.6,0.8,0.07997912314877688,0.0683388078626659,0.0036545601851851856,0.00010722222222222222,0.0,0.03645153935185185,0.0055110879629629616,0.0,0.008896087962962967,0.009269479166666669
23,5.8,0.4,0.4,0.16716522568030542,0.08424788195777823,0.01645951388888889,0.0,0.0,0.028502534722222223,0.0010766898148148148,0.5454545454545454,0.009977025462962962,0.38131106481481464
24,6.4,0.4,1.0,0.2202672654948737,0.17444528934856263,0.008617800925925926,0.0,0.0009545138888888889,0.053233414351851874,0.004983622685185185,0.0,0.02168797453703704,0.04512425925925924
25,6.0,-0.25,0.75,0.0702309086923999,0.04886943286491764,0.012030798611111108,0.0,0.0,0.021762627314814813,0.0009635532407407405,0.09090909090909091,0.0019927777777777778,0.014422372685185186
26,6.5,0.25,1.0,0.16462706487320147,0.2123444213000714,0.0367682175925926,0.0004068634259259261,0.0,0.060287303240740726,0.015825509259259254,0.18181818181818182,0.06676978009259261,0.029188356481481475
27,5.8,0.0,0.8,0.11449388733473975,0.06506093749017625,0.006321307870370372,0.0,0.000511423611111111,0.03624458333333334,0.0029687731481481475,0.5454545454545454,0.007255659722222222,0.014664178240740724
28,6.6,-0.6,0.6,0.08522280013775357,0.0802616434985841,0.003348171296296296,0.0012653819444444444,0.0018997453703703704,0.043160578703703704,0.007637210648148148,0.09090909090909091,0.008632974537037038,0.03623900462962962
29,5.6,0.2,0.2,0.13467870198927026,0.05490812500869785,0.005925312499999998,0.0009059027777777777,0.0,0.021193587962962963,0.009052939814814814,0.36363636363636365,0.0011271875,0.024589155092592577
30,7.0,0.25,1.0,0.3325771057511279,0.03965070601138802,0.0033939236111111114,0.0,0.0,0.011731203703703704,0.008815243055555555,0.5454545454545454,0.0039021064814814812,0.01133770833333333
31,6.0,0.0,0.75,0.19347949106485995,0.058670995362378936,0.0034177083333333334,0.0,0.0001746875,0.019386712962962967,0.015814803240740735,0.09090909090909091,0.007228067129629632,0.00878999999999999
32,6.6,-0.6,1.0,0.0853976874322089,0.0460566435229999,0.008568993055555554,0.0007313541666666666,0.0,0.01995061342592592,0.001486099537037037,0.9090909090909091,0.004375706018518518,0.02263355324074074
33,6.0,-0.4,1.0,0.07919763729171321,0.07043390046391224,0.009990497685185186,0.0,0.0019841435185185188,0.04279798611111112,0.0,0.36363636363636365,0.004165960648148149,0.024456909722222225
34,6.25,-0.25,0.6666666666666666,0.12199319253000575,0.07107815971804991,0.018174641203703705,0.0,0.000419212962962963,0.023708495370370373,0.0055129745370370384,0.18181818181818182,0.012087766203703706,0.019506458333333324
35,6.2,-0.2,0.5,0.0955700386338233,0.12452909722648277,0.025219791666666665,0.0050240625,0.0008264699074074077,0.043680578703703704,0.0032980787037037032,0.18181818181818182,0.01317648148148148,0.016884374999999993
36,5.5,0.0,0.5,0.1309995432502886,0.19826662036279832,0.02913542824074073,0.002883506944444444,0.0004324305555555555,0.05836483796296295,0.0028464699074074074,0.09090909090909091,0.03189600694444443,0.030407129629629617
37,5.6,-0.4,0.2,0.08514009749880902,0.06302960649960569,0.011129201388888888,0.000603599537037037,0.0008142245370370369,0.025529513888888883,1.1875e-05,0.18181818181818182,0.005487673611111111,0.03287162037037036
38,4.8,-0.8,-0.2,0.11459872269952805,0.08685359955385875,0.004122187500000002,0.0,0.0,0.053687615740740734,0.0,0.0,0.014499097222222224,0.03652296296296298
39,6.0,0.0,0.3333333333333333,0.03204185520361987,0.02640763889584277,0.011800613425925926,0.0,0.0,0.005990497685185187,0.0,0.18181818181818182,0.001570520833333333,0.015564212962962976
