Unnamed: 0,mood,arousal,valence,activity,screen,communication,office,social,travel,gsm,amusement,system
2014-03-21,7.4,0.8,1.0,0.16797442845445734,0.060515208327107904,0.08069625000000002,0.0005695138888888889,0.018841736111111115,0.0,0.0,0.016155486111111107,0.22328729166666667
2014-03-22,7.4,0.4,0.8,0.1927695875539844,0.06919814815675766,0.11545302083333332,0.0,0.015693148148148147,0.0007491203703703703,0.0,0.019288865740740742,0.023252141203703704
2014-03-23,7.4,0.8,0.8,0.07009270190040377,0.0633556249930903,0.03252150462962963,0.0,0.01798891203703703,0.0015653009259259261,0.1,0.0248334375,0.027776990740740738
2014-03-24,7.0,0.6666666666666666,0.6666666666666666,0.16940873829279451,0.13836042824166797,0.02805276620370371,0.0,0.014757731481481485,0.007987488425925924,0.4,0.008356157407407408,0.010784479166666666
2014-03-25,7.5,0.5,1.0,0.06202266865015755,0.04048746527345093,0.0149196412037037,0.0031171527777777777,0.01590215277777778,0.0,0.0,0.020736701388888883,0.0016109490740740745
2014-03-26,7.2,0.2,0.8,0.06853709704220674,0.08194005788752333,0.01975685185185186,0.0,0.0170044212962963,0.0,0.2,0.035532893518518516,0.00798645833333333
2014-03-27,7.2,0.4,0.6,0.0906331678707439,0.06742050927546288,0.0565989699074074,0.0,0.01736701388888889,0.003045914351851852,0.0,0.023569375,0.007684965277777779
2014-03-28,7.2,0.6,1.0,0.2510368299862318,0.10914601852772404,0.04564177083333332,0.00034862268518518516,0.013442245370370372,0.0038188657407407407,0.1,0.009155254629629628,0.004358333333333334
2014-03-29,6.8,0.6,0.6,0.2092882156846513,0.06646560187141101,0.01627094907407407,0.0,0.029318171296296297,0.0022621180555555554,0.9,0.01944840277777777,0.006849074074074072
2014-03-30,8.0,1.0,1.0,0.008333333333333333,0.006846458329646679,0.0035526736111111115,0.0,0.001301886574074074,0.000691724537037037,0.0,0.0,0.0013036342592592592
2014-03-31,7.25,0.5,1.0,0.09798605176533888,0.06754253473822715,0.01761737268518518,0.0,0.03206252314814815,0.09484498842592592,0.0,0.01078800925925926,0.007427164351851851
2014-04-01,7.4,0.6,1.0,0.14677639218080402,0.0652824768644792,0.04668606481481481,0.009140393518518518,0.012881759259259258,0.0015946875,0.6,0.02443444444444444,0.01228855324074074
2014-04-02,7.5,0.25,0.75,0.09017666475035048,0.0856684722171889,0.00910155092592593,0.0019304861111111113,0.01689349537037037,0.0017425231481481478,0.1,0.019885162037037038,0.013875497685185178
2014-04-03,7.2,0.2,1.0,0.12420343137254902,0.08676956019743721,0.027564224537037038,0.0004194791666666667,0.01678246527777778,0.001486087962962963,0.2,0.026677546296296296,0.0166886574074074
2014-04-04,7.0,-0.6,0.8,0.15983601774042955,0.052642025483979116,0.008255497685185185,0.0007761458333333334,0.013347476851851852,0.0,0.2,0.021933483796296296,0.0030878819444444443
2014-04-05,7.0,0.2,1.0,0.1891397978683,0.04922171297172704,0.020980717592592592,0.0,0.004618703703703704,0.00018336805555555557,0.6,0.009010555555555555,0.002812465277777778
2014-04-06,7.25,0.25,1.25,0.03688805922779405,0.04350824073508936,0.007760567129629628,0.0,0.006228819444444444,0.0,0.1,0.021107233796296296,0.001710636574074074
2014-04-07,7.0,1.0,1.0,0.04899951284861772,0.10015244213519268,0.01082885416666667,0.0,0.014245300925925927,0.0,0.0,0.013482314814814815,0.0019347453703703699
2014-04-08,7.0,0.4,1.0,0.026065395166330985,0.12261914351196199,0.03522125,0.01047474537037037,0.016129328703703698,0.0032720601851851847,0.4,0.027460798611111108,0.028647650462962953
2014-04-09,7.0,0.25,1.0,0.10923143184508,0.07771612268079213,0.019838124999999995,0.004377337962962963,0.009413819444444442,0.0030761342592592602,0.0,0.0504510300925926,0.006633946759259257
2014-04-10,6.75,1.0,1.0,0.1007738835024844,0.09407348379492766,0.039120289351851856,0.0005931944444444444,0.022378472222222223,0.0020021875,0.0,0.02914312500000001,0.006604224537037037
2014-04-11,7.2,0.4,1.0,0.2073736502423656,0.0423667013893525,0.005739490740740739,0.0,0.016634201388888895,0.001633206018518518,0.0,0.011019039351851851,0.013080208333333329
2014-04-12,7.2,0.4,1.0,0.1659532018869328,0.05430074073374275,0.012973692129629628,0.0,0.012708194444444447,0.0,0.0,0.019538078703703703,0.013012673611111107
2014-04-13,7.2,-0.2,1.0,0.0756640189523358,0.09185010416364227,0.01610327546296296,0.0,0.02979234953703704,0.0023844212962962964,0.0,0.03611751157407409,0.007251655092592592
2014-04-14,7.0,0.8,1.0,0.0851143385464617,0.018732534715974775,0.004390347222222221,0.0017228009259259258,0.003698726851851852,0.0031415046296296295,0.1,0.0,0.0053128472222222205
2014-04-15,7.0,0.4,1.0,0.10223628470884813,0.09428959490248442,0.07575024305555557,0.0001519212962962963,0.01743627314814815,0.0009556944444444445,0.1,0.021266863425925927,0.012415856481481479
2014-04-16,7.2,0.8,1.0,0.11137417839840907,0.07110101854911553,0.04113534722222227,0.0006395486111111112,0.011844803240740744,0.002272141203703704,0.3,0.008830266203703706,0.008256099537037032
2014-04-17,7.0,0.4,1.0,0.116150874870911,0.05165898147832461,0.01913563657407408,0.0,0.017268240740740744,0.0,0.2,0.014387025462962963,0.0042940625
2014-04-18,7.0,1.0,1.0,0.18855451998494852,0.04140199073762808,0.015702384259259263,0.0,0.0006217245370370371,0.0,0.1,0.023413159722222226,0.0017668287037037043
2014-04-19,7.0,1.0,1.0,0.16723933497618124,0.015530046312897283,0.011340578703703703,0.0,0.0030733680555555553,0.0,0.0,0.0,0.0006063425925925928
2014-04-20,7.2,0.4,1.0,0.12116526023672415,0.11554383102114546,0.04445715277777778,0.0029664004629629632,0.02744574074074074,0.009067870370370367,0.0,0.026619699074074073,0.004806006944444445
2014-04-21,7.4,0.4,1.0,0.0881963953222814,0.026177928243522296,0.038924375,0.0,0.004513298611111111,0.00022159722222222223,0.1,0.004062442129629629,0.0014989583333333333
2014-04-22,6.6,0.6,1.0,0.050621498599439735,0.09766396991356656,0.057112002314814815,0.0,0.018073518518518513,0.000833935185185185,0.2,0.023470787037037037,0.0044523263888888885
2014-04-23,7.25,1.0,1.0,0.07183591337438762,0.11565056713918849,0.041921666666666656,0.0003602777777777778,0.013865023148148154,0.005414965277777778,0.1,0.02622517361111111,0.007892349537037038
2014-04-24,7.2,1.0,1.0,0.10981776234215576,0.09647368056630651,0.02362834490740741,0.0,0.023203333333333343,0.0033476157407407417,0.1,0.04477732638888889,0.17502903935185182
2014-04-25,7.2,0.4,1.0,0.20366097979108125,0.04620449073336742,0.050537847222222224,0.004077743055555557,0.0038571296296296314,0.012911157407407406,0.5,0.017305231481481474,0.009884108796296295
2014-04-26,8.0,1.0,1.0,0.1868376213455872,0.02094335645713189,0.03112974537037036,0.0,0.0014423726851851852,0.0,0.1,0.0,0.008288032407407404
2014-04-27,7.2,1.0,1.0,0.10881482413902194,0.05775206018101285,0.038066111111111106,0.0,0.024780347222222218,0.0003161574074074074,0.2,0.01000048611111111,0.15762925925925925
2014-04-28,6.75,0.75,0.3333333333333333,0.09738745436440813,0.060411782399923696,0.026712916666666673,0.0029994444444444443,0.008910590277777778,0.009555347222222222,0.0,0.015576203703703701,0.0038987384259259253
2014-04-29,7.0,0.8,1.0,0.11043061827109142,0.06249899303747549,0.024052210648148147,0.0,0.012301909722222223,0.019781180555555555,0.0,0.0186146875,0.0053189583333333335
2014-04-30,7.0,1.0,1.0,0.12463316853668994,0.038019143514059224,0.038065439814814826,0.0,0.008785092592592596,0.004536388888888889,0.0,0.0012632986111111113,0.13334189814814817
2014-05-01,8.0,1.0,1.0,0.08234652506199254,0.07654026620090006,0.010657881944444444,0.0,0.000902997685185185,0.0,0.1,0.06223807870370372,0.0033063773148148154
2014-05-02,7.0,1.0,1.0,0.2584648893316641,0.032953182883836585,0.013886863425925931,0.0,0.008272372685185188,0.010616956018518519,0.1,0.0,0.06831773148148144
2014-05-03,7.25,-1.0,1.0,0.3363385812828156,0.03710252314805983,0.012340613425925927,0.0,0.01693489583333334,0.12208467592592595,1.0,0.0018709606481481483,0.00743545138888889
