mood,arousal,valence,activity,screen,communication,finance,office,social,travel,gsm,amusement,system
6.4,0.0,0.8,0.09011215278072524,0.15723637729607254,0.07203971064814814,0.00015096064814814814,0.0,0.05125243055555557,9.679398148148148e-05,0.8181818181818182,0.010931967592592592,0.02171468749999999
7.2,0.75,0.5,0.11611033612712215,0.14493605322859907,0.059896018518518515,0.0,0.0,0.022139490740740748,0.0,0.09090909090909091,0.004939050925925927,0.013277777777777779
6.6,-0.4,0.6,0.056917856672096825,0.17382500000849926,0.13719142361111109,0.0,0.0,0.02438826388888889,0.0,0.18181818181818182,0.0016463078703703705,0.006966655092592592
6.8,-0.8,0.8,0.09403300669497608,0.15614269675479983,0.06182473379629628,0.0013792013888888888,0.0,0.023077800925925925,0.0007392824074074074,0.09090909090909091,0.008962430555555553,0.022564560185185184
7.8,-0.2,1.0,0.09943191172384026,0.15385703704423379,0.03157708333333334,0.0011068171296296297,0.0,0.004591111111111111,0.0014917824074074072,0.09090909090909091,0.0057680324074074075,0.014490578703703702
7.25,-0.25,0.75,0.07481624304311597,0.09656849537458687,0.057693564814814795,0.00012275462962962964,0.0,0.025899791666666658,0.0,0.36363636363636365,0.008420046296296295,0.011783807870370372
7.6,-0.25,1.0,0.10204105896824717,0.04436332175025234,0.023198460648148157,0.0003850231481481481,0.0,0.004964953703703703,0.0007902546296296297,0.18181818181818182,0.000866666666666667,0.042281412037037024
7.4,0.2,1.0,0.09192955182229204,0.1792855323989082,0.1314920486111112,0.0004450578703703704,0.0,0.016464675925925924,0.0,0.18181818181818182,0.012743252314814815,0.03051121527777779
7.6,0.2,1.0,0.04598568913376553,0.16823310184533952,0.10333879629629628,0.0002089236111111111,0.0,0.006094884259259262,0.0,0.09090909090909091,0.004021145833333335,0.015946597222222227
7.6,-0.4,1.0,0.0509029881940343,0.25563053240930605,0.11217746527777779,0.002429826388888889,0.0,0.03111731481481481,0.0005924074074074074,0.09090909090909091,0.05167795138888887,0.025260046296296284
7.2,-0.2,0.8,0.10906106363682744,0.16173543981103988,0.08424935185185185,0.0002438773148148148,0.0,0.02578349537037037,0.0007328240740740741,0.2727272727272727,0.007532777777777778,0.013490590277777775
7.6,-0.2,1.0,0.21424877162423492,0.17919003471456188,0.029720567129629633,0.0003155902777777778,0.0,0.02741177083333333,0.0054487615740740755,0.6363636363636364,0.0014531944444444445,0.013660671296296292
7.5,0.0,1.0,0.030478923798963695,0.06597872685227131,0.028142337962962963,0.0,0.0,0.0003179398148148148,0.0,0.0,0.01747940972222222,0.015644120370370367
7.6,-0.8,0.8,0.0196753225383989,0.12509062499635748,0.054367731481481496,0.005384872685185185,0.0,0.02805478009259259,0.0,0.18181818181818182,0.01792173611111111,0.0195855787037037
7.0,-0.25,1.0,0.10275824852950448,0.09112606480441714,0.04438246527777776,0.0,0.0,0.00476255787037037,0.00048590277777777775,0.0,0.021942569444444452,0.06597626157407409
7.8,-0.4,0.75,0.1510514590407472,0.10619913193362733,0.041095115740740734,0.0043405324074074075,0.0,0.001032013888888889,0.003157384259259259,0.09090909090909091,0.005843310185185186,0.011079375000000002
8.0,-0.4,1.0,0.03706526814765703,0.1795943518341692,0.09480798611111114,0.01529055555555555,0.00032520833333333344,0.05693219907407408,0.0,1.0,0.005449837962962963,0.02483428240740741
7.6,-0.2,1.0,0.07734101929677567,0.17463563658297065,0.09173516203703702,0.012381342592592593,0.0,0.008926689814814818,0.0,0.0,0.004084351851851854,0.009334710648148144
8.0,-0.2,1.0,0.07174088489517204,0.09474578704546995,0.05254370370370368,0.003429548611111111,0.0,0.002379652777777778,0.0016623958333333334,0.09090909090909091,0.0319670138888889,0.010172013888888887
8.0,-0.5,1.0,0.13619180837703834,0.06816197916037506,0.039139918981481496,0.0,0.0,0.005725428240740742,0.0,0.0,0.010745439814814815,0.02035229166666666
