,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,0.19934415817260742,-0.19309463500976598,-0.38753185272216761,-0.25288057327270508,0.41440601348876971,-0.29863262176513672,-0.54047155380249023,0.70961713790893555,0.0041168212890623224,0.60968341827392614,1.4507193565368652,-0.30344963073730469,-0.78728103637695312,-0.52082061767578125,0.24664974212646484,-0.29450893402099609,-0.3879571914672848,0.41453285217285174,-0.056105931599933712
2,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,,,,,,,,,,,,,,
3,0.22240495681762695,0.63169279098510778,0.41259784698486346,-0.79955148696899414,-0.55448036193847638,,,,,,,,,,,,,,
