,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,2014-03-18,2014-03-19,2014-03-20,2014-03-21,2014-03-22,2014-03-23,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,0.72040081024169922,0.15421009063720703,0.2399360656738283,0.2801361083984375,-2.8669881820678711,-0.38861570358276332,-0.15898823738098145,0.54883225758870413,-0.49279212951660156,-0.33857555389404315,-0.2298210144042967,-0.16363964080810511,-0.36489467620849592,0.19428997039794904,0.33313179016113281,0.034534454345703125,0.24060173034667987,-0.18899250030517578,0.49847602844238281,-0.17022342681884783,-0.057957649230957031,-0.21506023406982422,-0.029234886169433594,0.060134124755859553,0.32495975494384766,-0.15981197357177734,0.42953109741210938,0.31990375518798864,-0.062917709350585938,0.6654451370239256,0.091946983337402699,-0.045724868774414062,-0.1244270324707033,-0.059968948364257812,-0.20007152557373065,0.13491439819335938,-0.087048530578613281,0.56615734100341797,-0.43663660685221473
2,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.050894927978515803,-0.57863845825195348,0.37688732147216797,0.069954109191894709,0.10665912628173846,0.034386825561523615,-0.0060012817382810724,0.22998256683349627,0.06228370666503924,0.11646957397460955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
