,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2014-05-12,2014-05-13,2014-05-14,2014-05-15,2014-05-16,2014-05-17,2014-05-18,2014-05-19,2014-05-20,2014-05-21,2014-05-22,2014-05-27,2014-05-28,2014-05-29,2014-05-30
1,-0.2938389778137207,-1.2959084510803223,0.55037291844685754,-0.2973790168762207,0.70436573028564453,-0.2985377311706543,-0.29350662231445312,-0.095320987701415838,-0.044130325317382812,-0.29627513885498047,-0.54236841201782227,-0.089662837982177557,1.904638481140136,0.69965076446533203,0.50075511932373029
2,2014-05-23,2014-05-24,2014-05-25,2014-05-26,,,,,,,,,,,
3,-0.45664898554484168,0.10749235153198278,-0.04647064208984375,-0.89605293273925746,,,,,,,,,,,
