,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,2014-03-18,2014-03-19,2014-03-20,2014-03-21,2014-03-22,2014-03-23,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,-0.098562335968017223,0.24920988082885742,-0.50382909774780238,-0.20526304244995153,-0.22172889709472621,0.51781005859375018,-0.070343685150146662,0.65973873138427752,-0.19694995880126953,-0.38267628351847449,-0.57895994186401367,0.58213631312052527,-0.10432548522949237,0.70611534118652308,0.19717140197753924,0.17755756378173793,0.30158901214599609,0.5000920295715332,0.36727037429809606,0.56353721618652308,0.0059595108032226562,-0.45482349395751953,-0.47971820831298828,0.69541940689086879,0.4946461677551266,-0.064100265502929688,0.67377576828002894,-0.39176454544067418,-0.54191360473632777,-0.87090396881103516,-0.38091659545898438,-0.37120552062988299,-0.41846036911010742,0.15270678202311316,0.26992321014404297,0.18516941070556658,0.51438179016113317,-0.25695486068725604,-0.21599753697713098
2,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.29207572937011683,-0.40933923721313459,-0.22945261001586914,1.2067001342773436,-0.70352325439453089,0.44322242736816442,-0.085242748260498047,-0.78756895065307653,-0.019324620564777462,-0.69276587168375769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
