,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,-1.0505204200744629,0.1533267021179201,0.94849920272827148,0.94832754135131836,-0.65156087875366175,0.20135068893432617,-0.85120849609374982,-1.2491509437561037,-0.44653596878051793,0.94974756240844727,0.74823694229125959,0.14924783706665057,0.74901275634765607,0.34852828979492223,-0.55071020126342773
2,2014-04-28,2014-04-29,2014-04-30,2014-05-01,,,,,,,,,,,
3,0.94833850860595703,-0.4517497062683109,-0.84993438720703107,-0.24119729995727557,,,,,,,,,,,
