,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,2014-03-22,2014-03-23,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19
1,-0.000659942626953125,0.0031805038452148438,-0.0004673004150390625,-0.0014247894287109375,0.19840259552001971,-0.0040102005004882812,0.19677658081054705,-0.0035009384155273438,0.40226688385009801,0.2000801086425783,0.19682235717773455,0.19683952331542987,0.19653816223144549,0.19826526641845721,0.79753475189208967,-0.80388908386230451,-0.18859119415283221,-0.0043468475341796875,-0.002399444580078125,0.0023374557495117188,-0.60043010711669886,-0.99197673797607422,0.015324592590332031
2,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,,,,,,,,,,,,,,,,,
3,-0.19987220764160174,0.0015478134155273438,0.20029468536376971,-0.001094818115234375,0.39982070922851598,-0.0035448074340820312,,,,,,,,,,,,,,,,,
