,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,-0.32027597427368182,0.89096450805664062,-1.3041300773620605,0.47953615188598597,0.14206428527832049,0.9296717643737793,0.73310356140136701,-0.059716701507568359,-0.043002605438232422,0.34050073623657262,0.61720447540283185,0.15496177673339862,-0.27768058776855487,-0.27272529602050799,-0.89326982498168928,0.65409832000732404,-1.2778636932373049,-0.3591618537902832,0.71098308563232404,0.9460296630859375,-0.040658473968505859,-0.85623531341552717,-0.684039211273193,-0.28621406555175799,0.34029760360717809,-0.27647275924682635,-0.074080944061279297
2,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,,,,,,,,,,,,,,,,,,,,
3,0.19613265991210938,-0.058541774749755859,0.91861200332641602,-0.056678295135498047,0.94805002212524414,0.18860197067260742,0.39375114440917969,,,,,,,,,,,,,,,,,,,,
