,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,2014-05-14,2014-05-15,2014-05-16,2014-05-17,2014-05-18,2014-05-19,2014-05-20,2014-05-21,2014-05-22,2014-05-23,2014-05-24,2014-05-25,2014-05-26,2014-05-27,2014-06-02,2014-06-03,2014-06-04,2014-06-05,2014-06-06
1,-1.762240695953369,0.029276752471924183,0.07117462158203125,0.62942037582397425,0.19951648712158221,0.43669595718383825,0.10920953750610352,-0.78952817916870099,-0.094861888885498402,0.073458957672118963,0.30709238052368182,0.086839199066162109,0.068551063537597656,-0.42359952926635724,-0.24125385284423828,0.92084150314331037,0.010663986206054688,0.14865922927856445,0.48485231399536133
2,2014-05-28,2014-05-29,2014-05-30,2014-05-31,2014-06-01,,,,,,,,,,,,,,
3,-0.12969818115234411,0.035419940948486328,0.44897880554199254,-0.017838954925537109,0.31798966725667199,,,,,,,,,,,,,,
