,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,2014-03-23,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,0.33919906616210938,-0.84313392639160156,-1.2711639404296875,-0.56416988372802734,-0.14031543731689489,-0.31437053680419957,0.49066772460937536,0.077396392822265625,0.28281898498535174,-0.52074680328369105,0.75513134002685511,-0.31999244689941442,0.091166496276855469,1.1072425842285156,0.3257293701171875,-0.21736850738525426,0.043730545043945135,0.28004379272460955,-0.17017459869384766,-0.076365661621093928,0.30322475433349627,0.28274555206298846,0.079539299011230469,-0.52043590545654261,-0.00016994476318377139,-0.097497177124023615,-0.58960405985514441,-0.27880630493164027,0.29406185150146502,0.085417747497558594,-0.11848278045654315,0.88561515808105451,0.47713031768798864,-0.32259597778320348,0.10430240631103516
2,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.067579460144043146,-0.02711982727050799,0.70249614715576136,-0.52088222503662074,-0.098769378662109553,-0.87045860290527344,-0.1640752792358402,0.40029144287109375,0.88003826141357422,,,,,,,,,,,,,,,,,,,,,,,,,,
