,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,2014-03-22,2014-03-23,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04
1,-0.21153106689453161,-0.010432910919189631,-0.0099780082702638495,0.1932225227355957,-1.0089604377746584,-0.051215648651123047,-0.011662197113037287,0.59314622879028356,-0.2150553703308109,-0.21337738037109411,-0.010280323028564631,-0.21497478485107457,0.1977391242980957,-0.0043513298034669745,0.18643712997436523,0.18860197067260742,-0.21278610229492223,-0.004028987884521662,-0.060140609741210938,0.38764686584472585,-0.14647849400838098,-0.0092966079711915839,-0.61274843215942365,-0.062577247619628906,-0.20649662017822301,0.58606185913085973,-0.011078548431396662,-0.013496589660644709,0.18807220458984375,0.18658781051635742,-0.012777042388916193,0.38606281280517507,0.18623781204223633,-0.013353061676025568,-0.012632083892822443
2,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.21369829177856481,-0.41126546859741175,-0.011953067779541193,-0.0626373291015625,-0.012772750854492365,0.18594551086425781,-0.21350660324096715,0.38744230270385671,-0.31415081024169922,,,,,,,,,,,,,,,,,,,,,,,,,,
