,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03
1,0.013778877258300959,0.013792228698730646,0.013794136047363459,-0.38621540069580096,0.81383419036865234,0.063772201538085938,0.21378269195556676,0.31378269195556641,0.01378364562988299,-0.18621253967285156,-0.18618488311767578,0.063800811767578125,-0.18621826171875,-0.18621253967285156,-0.18620777130126953,-0.43620872497558594,0.013795089721679865,0.013786506652832209,0.013785552978515803,-0.18621158599853516,-0.18620872497558594,0.013790321350097834,-0.18621540069580078,0.81378841400146484,0.013772201538086115,-0.43621921539306641,-0.18616676330566406,-0.18621063232421875,0.81378555297851562,-0.18622875213623047,0.06378936767578125
2,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,,,,,,,,,,,,,,,,,,,,,,,
3,-0.18620586395263672,-0.18621063232421875,0.013790321350097834,0.21378364562988317,-0.58621826171875036,0.063807487487792969,0.013780784606933771,0.013779830932617365,,,,,,,,,,,,,,,,,,,,,,,
