predict_day,user,window,true_mood,mood,arousal,valence,activity,screen,communication,social,travel,gsm,amusement,system
2014-03-27,AS14.07,2014-03-26-2014-03-26,6.8,6.6,0.2,0.6,0.10329373128561764,0.10636055555608542,0.05215771990740743,0.007764988425925927,0.002358113425925927,0.7058823529411765,0.014749039351851853,0.027566550925925925
2014-03-28,AS14.07,2014-03-27-2014-03-27,8.25,6.8,0.2,0.4,0.08970024791525805,0.11237012730428468,0.0558136226851852,0.026061261574074072,0.0005991666666666668,0.5882352941176471,0.0030308680555555557,0.0225129050925926
2014-03-29,AS14.07,2014-03-28-2014-03-28,7.0,8.25,0.25,1.5,0.09809984248895877,0.15027825233285075,0.055490868055555566,0.022201678240740742,0.007489502314814817,0.05882352941176471,0.02503025462962963,0.030897604166666683
2014-03-30,AS14.07,2014-03-29-2014-03-29,6.2,7.0,0.2,1.0,0.04187585355184262,0.1223926620350944,0.02237167824074075,0.017130729166666674,0.003561944444444443,0.29411764705882354,0.06203822916666666,0.02017293981481481
2014-03-31,AS14.07,2014-03-30-2014-03-30,4.333333333333333,6.2,0.2,0.0,0.0625734602553756,0.1011550000006402,0.04784378472222224,0.01459351851851852,0.0030792824074074077,0.17647058823529413,0.007026412037037039,0.02016437499999999
2014-04-01,AS14.07,2014-03-31-2014-03-31,6.6,4.333333333333333,-1.0,0.0,0.05136607673372381,0.1526324768529998,0.057672754629629626,0.02678984953703704,0.002405740740740741,0.35294117647058826,0.04391679398148148,0.01928993055555556
2014-04-02,AS14.07,2014-04-01-2014-04-01,5.5,6.6,-1.0,0.8,0.08076225802411184,0.1701354166589402,0.08571237268518518,0.012314756944444442,0.0,0.6470588235294118,0.05504914351851852,0.014616111111111118
2014-04-03,AS14.07,2014-04-02-2014-04-02,6.2,5.5,-1.25,0.25,0.15618745321820188,0.15428200229726452,0.04883557870370368,0.010957210648148148,0.008234548611111106,1.0,0.019950925925925928,0.04533917824074077
2014-04-04,AS14.07,2014-04-03-2014-04-03,6.5,6.2,-0.4,0.2,0.09026347679477338,0.09343807870591124,0.0490574652777778,0.00818991898148148,0.003071400462962964,0.29411764705882354,0.04488289351851852,0.012205347222222218
2014-04-05,AS14.07,2014-04-04-2014-04-04,6.0,6.5,-0.75,0.0,0.04963037634408606,0.1160136458526054,0.057310092592592614,0.015192662037037041,0.0005922453703703704,0.5294117647058824,0.019385046296296296,0.014017199074074076
