,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,2014-03-20,2014-03-21,2014-03-22,2014-03-23,2014-03-24,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17
1,0.69704246520996094,0.73000907897949219,-0.32270145416259766,-0.59717559814453125,-0.39755020141601527,0.35447998046875018,0.56918945312500036,-0.2845026016235348,-0.94710540771484375,-0.20819530487060511,0.57453098297119176,-2.1719284057617188,0.11938934326171857,-0.34459495544433594,0.56994056701660156,0.48252964019775391,-0.079437255859375,-0.73700809478759766,0.35296745300292987,1.2599477767944336,0.66389369964599609,-0.11399777730305871,-0.25160312652587891
2,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,,,,,,,,,,,,,,,,,
3,1.2020235061645508,0.35389728546142596,0.40409278869628906,0.17096214294433576,0.48396682739257812,0.21429824829101562,,,,,,,,,,,,,,,,,
