,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2014-04-17,2014-04-18,2014-04-19,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,-1.0404877662658691,0.16555566787719744,0.95736217498779297,-1.2385999679565431,-0.43589153289794957,0.96033000946044922,0.75748710632324201,0.95725917816162109,-0.44261827468872106,-0.83766679763793928,-0.23750801086425799,0.15798444747924822,0.75906496047973615,0.35742654800415075,-0.54121780395507812
2,2014-04-20,2014-04-21,2014-04-22,2014-04-23,,,,,,,,,,,
3,0.95823860168457031,-0.64189777374267543,0.21199893951416016,-0.84090738296508771,,,,,,,,,,,
