,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,0.63734016418456996,-0.031908893585205433,-0.28303337097167969,-0.16874608993530238,-1.6450244903564455,1.0380917549133297,-0.093122959136962891,-0.19026165008544904,-0.45052022933959979,0.36092119216918928,0.68270683288574219,0.082665538787841442,-0.013651752471924183,1.6865967114766445,0.33407163619995117,0.19312028884887678,-0.37594156265258771,-0.20308485031127965,-0.031115913391113637,-0.38172607421874982,-0.57485589981079066,-0.21692380905151332,0.24454275767008582
2,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,,,,,,,,,,,,,,,,,
3,0.31488466262817383,1.2040562629699707,-0.031418228149414418,0.041876983642578303,0.56566314697265607,0.79420957565307582,,,,,,,,,,,,,,,,,
