,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2014-03-25,2014-03-26,2014-03-27,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12
1,-1.2808690071105957,-0.021539211273193359,-0.43216695785522496,-0.83070640563964826,-0.025735855102539062,0.30045207341511926,0.46720409393310547,0.36673345565795934,0.36672964096069371,-0.033242225646972656,-0.23178358078002947,0.96850872039794922,-0.36610730489094934,0.71856689453125,0.46877288818359375
2,2014-03-28,2014-03-29,2014-03-30,2014-03-31,,,,,,,,,,,
3,-0.83228282928466779,0.97054481506347656,-0.53346443176269531,-0.28239679336547852,,,,,,,,,,,
