,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2014-05-12,2014-05-13,2014-05-14,2014-05-19,2014-05-20,2014-05-21,2014-05-22,2014-05-23,2014-05-24,2014-05-25,2014-05-26,2014-05-27,2014-05-28,2014-05-29,2014-05-30
1,-0.26654911041259766,-1.2710084915161133,0.5844395955403634,-0.070384788513183416,-0.018433570861816406,-0.27149772644042969,-0.517425537109375,-0.43052355448405066,0.13283958435058629,-0.022424697875976562,-0.87190113067626918,-0.063869285583495916,1.928813171386718,0.72157192230224609,0.52370719909667951
2,2014-05-15,2014-05-16,2014-05-17,2014-05-18,,,,,,,,,,,
3,-0.27345657348632812,0.72769451141357422,-0.27605152130126953,-0.26737594604492188,,,,,,,,,,,
