indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
0,2014-03-24,AS14.03,2014-03-22-2014-03-23,8.0,0.30000000000000004,1.1,0.1458175035196489,7.8,0.0
1,2014-03-25,AS14.03,2014-03-23-2014-03-24,8.0,-0.4,1.2999999999999998,0.09549346040788936,7.8,1.0
2,2014-03-26,AS14.03,2014-03-24-2014-03-25,7.8,-0.5,1.2999999999999998,0.11175425397252953,8.25,2.0
3,2014-03-27,AS14.03,2014-03-25-2014-03-26,8.025,0.04999999999999999,1.1,0.11196074333189804,7.75,3.0
4,2014-03-28,AS14.03,2014-03-26-2014-03-27,8.0,0.375,0.75,0.09717447741951743,8.0,4.0
5,2014-03-29,AS14.03,2014-03-27-2014-03-28,7.875,-0.125,1.0,0.10393752083889865,8.6,5.0
6,2014-03-30,AS14.03,2014-03-28-2014-03-29,8.3,-0.35,1.55,0.13402831286885858,8.4,6.0
7,2014-03-31,AS14.03,2014-03-29-2014-03-30,8.5,-0.2,1.3,0.16401402651266472,7.4,7.0
8,2014-04-01,AS14.03,2014-03-30-2014-03-31,7.9,0.1,0.8,0.12414214993109375,7.6,8.0
9,2014-04-02,AS14.03,2014-03-31-2014-04-01,7.5,0.4,0.5,0.09052396237090983,7.4,9.0
10,2014-04-03,AS14.03,2014-04-01-2014-04-02,7.5,0.30000000000000004,0.5,0.08805123921661374,7.8,10.0
11,2014-04-04,AS14.03,2014-04-02-2014-04-03,7.6,0.1,0.8,0.08116229634345012,7.8,11.0
12,2014-04-05,AS14.03,2014-04-03-2014-04-04,7.8,0.1,1.2,0.08537150740812166,7.6,12.0
13,2014-04-06,AS14.03,2014-04-04-2014-04-05,7.699999999999999,0.7,1.2,0.10076724902294794,6.8,13.0
14,2014-04-07,AS14.03,2014-04-05-2014-04-06,7.199999999999999,0.7,0.9,0.09559997655743668,7.4,14.0
15,2014-04-08,AS14.03,2014-04-06-2014-04-07,7.1,0.2,0.9,0.11041797613713335,7.4,15.0
25,2014-04-18,AS14.03,2014-04-16-2014-04-17,7.625,0.525,0.875,0.12781370778365672,7.5,25.0
26,2014-04-19,AS14.03,2014-04-17-2014-04-18,7.375,0.125,0.875,0.10736766462588773,7.8,26.0
27,2014-04-20,AS14.03,2014-04-18-2014-04-19,7.65,0.3,0.9,0.14105292999440555,7.5,27.0
28,2014-04-21,AS14.03,2014-04-19-2014-04-20,7.65,0.425,0.9,0.17754120715667443,7.4,28.0
29,2014-04-22,AS14.03,2014-04-20-2014-04-21,7.45,0.225,1.0,0.0838492211273592,7.6,29.0
30,2014-04-23,AS14.03,2014-04-21-2014-04-22,7.5,0.30000000000000004,0.9,0.05685070974579728,7.0,30.0
31,2014-04-24,AS14.03,2014-04-22-2014-04-23,7.3,0.5,0.8,0.10662266689886749,7.4,31.0
32,2014-04-25,AS14.03,2014-04-23-2014-04-24,7.2,0.19999999999999998,0.9,0.11319540578649007,7.5,32.0
33,2014-04-26,AS14.03,2014-04-24-2014-04-25,7.45,-0.6,1.0,0.10608435522827608,7.5,33.0
34,2014-04-27,AS14.03,2014-04-25-2014-04-26,7.5,-0.625,1.0,0.18765493427743427,7.6,34.0
35,2014-04-28,AS14.03,2014-04-26-2014-04-27,7.55,-0.825,1.0,0.16734716104664193,7.0,35.0
36,2014-04-29,AS14.03,2014-04-27-2014-04-28,7.3,-1.4,1.0,0.07409028105001624,7.2,36.0
37,2014-04-30,AS14.03,2014-04-28-2014-04-29,7.1,-1.0,1.0,0.10066216928301902,7.0,37.0
38,2014-05-01,AS14.03,2014-04-29-2014-04-30,7.1,-0.8999999999999999,1.0,0.10419404452696765,7.2,38.0
39,2014-05-02,AS14.03,2014-04-30-2014-05-01,7.1,-1.0,1.0,0.11304053771059502,7.6,39.0
40,2014-05-03,AS14.03,2014-05-01-2014-05-02,7.4,-1.0,1.2,0.13538287864346354,7.75,40.0
41,2014-05-04,AS14.03,2014-05-02-2014-05-03,7.675,-0.8,1.2,0.13664792706553436,7.4,41.0
42,2014-05-05,AS14.03,2014-05-03-2014-05-04,7.575,-0.8,0.9,0.10254066904232294,7.25,42.0
