indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
1,2014-03-25,AS14.20,2014-03-23-2014-03-24,7.199999999999999,0.30000000000000004,0.6000000000000001,0.0382716049382716,6.0,1.0
2,2014-03-26,AS14.20,2014-03-24-2014-03-25,6.4,-0.475,-0.04999999999999999,0.05613425925925927,6.8,2.0
3,2014-03-27,AS14.20,2014-03-25-2014-03-26,6.4,-0.175,-0.04999999999999999,0.052348670949861426,7.0,3.0
4,2014-03-28,AS14.20,2014-03-26-2014-03-27,6.9,0.325,0.575,0.04138107835726883,6.25,4.0
5,2014-03-29,AS14.20,2014-03-27-2014-03-28,6.625,0.375,0.375,0.040404761904761916,7.4,5.0
6,2014-03-30,AS14.20,2014-03-28-2014-03-29,6.825,0.75,0.5,0.08097434119278778,7.5,6.0
7,2014-03-31,AS14.20,2014-03-29-2014-03-30,7.45,1.0,1.0,0.25917374595469256,7.0,7.0
8,2014-04-01,AS14.20,2014-03-30-2014-03-31,7.25,0.9,0.9,0.19635416666666666,6.25,8.0
9,2014-04-02,AS14.20,2014-03-31-2014-04-01,6.625,0.4,0.4,0.00625,6.5,9.0
10,2014-04-03,AS14.20,2014-04-01-2014-04-02,6.375,0.0,0.125,0.03356481481481483,6.666666666666668,10.0
17,2014-04-10,AS14.20,2014-04-08-2014-04-09,7.5,0.375,0.875,0.03636414638126968,7.0,17.0
18,2014-04-11,AS14.20,2014-04-09-2014-04-10,7.375,0.375,0.75,0.04559885457431121,7.5,18.0
19,2014-04-12,AS14.20,2014-04-10-2014-04-11,7.25,0.5,0.625,0.038464506172839495,6.8,19.0
20,2014-04-13,AS14.20,2014-04-11-2014-04-12,7.15,0.25,0.675,0.050536575847878504,6.8,20.0
21,2014-04-14,AS14.20,2014-04-12-2014-04-13,6.8,0.0,0.6,0.022990279551582227,6.8,21.0
22,2014-04-15,AS14.20,2014-04-13-2014-04-14,6.8,0.0,0.4,0.0025,6.8,22.0
23,2014-04-16,AS14.20,2014-04-14-2014-04-15,6.8,0.0,0.4,0.05597222222222224,7.2,23.0
24,2014-04-17,AS14.20,2014-04-15-2014-04-16,7.0,0.2,0.6,0.05578703703703706,6.4,24.0
25,2014-04-18,AS14.20,2014-04-16-2014-04-17,6.800000000000001,0.0,0.5,0.009604820131135922,6.75,25.0
26,2014-04-19,AS14.20,2014-04-17-2014-04-18,6.575,-0.2,0.45,0.010505025892452788,7.5,26.0
27,2014-04-20,AS14.20,2014-04-18-2014-04-19,7.125,0.0,0.75,0.021350397332198134,7.6,27.0
28,2014-04-21,AS14.20,2014-04-19-2014-04-20,7.55,-0.2,0.8,0.10501037675606646,7.4,28.0
