predict_day,user,window,true_mood,mood,arousal,valence,activity,screen,communication,office,social,travel,gsm,amusement,system
2014-03-25,AS14.13,2014-03-24-2014-03-24,7.6,8.8,1.0,1.8,0.3074129857071034,0.0542614236170495,0.03634703703703705,0.0,0.0021532754629629627,0.0,0.2,0.010929328703703705,0.003948171296296296
2014-03-26,AS14.13,2014-03-25-2014-03-25,8.4,7.6,1.2,1.8,0.09856848536516054,0.058182268512469736,0.05002501157407407,0.0,0.0044139236111111115,0.006377199074074074,0.0,0.0024131597222222232,0.001663101851851852
2014-03-27,AS14.13,2014-03-26-2014-03-26,7.4,8.4,-1.0,1.0,0.30365512425991403,0.10491814814507963,0.0846893055555556,0.0,0.0028288078703703704,0.0,0.2,0.009343738425925924,0.004984861111111111
2014-03-28,AS14.13,2014-03-27-2014-03-27,7.6,7.4,-1.2,1.0,0.10809412957208693,0.09913199072910676,0.08410028935185182,0.0,0.0040835185185185184,0.0033520486111111108,0.1,0.008492638888888888,0.00020515046296296297
2014-03-29,AS14.13,2014-03-28-2014-03-28,7.2,7.6,-1.0,1.2,0.3355837397178655,0.1406290740712925,0.0586151736111111,0.00038620370370370365,0.034598541666666684,0.003044155092592593,0.0,0.021647256944444443,0.01954368055555556
2014-03-30,AS14.13,2014-03-29-2014-03-29,6.2,7.2,-1.8,1.0,0.3700853779840849,0.06502217594120238,0.059084305555555536,0.0,0.007524178240740741,0.0,0.0,0.008257256944444446,0.002824444444444444
2014-03-31,AS14.13,2014-03-30-2014-03-30,7.0,6.2,-0.6,0.8,0.11063152039471913,0.11018476851284503,0.08452910879629627,0.0,0.0010985532407407409,0.0,0.0,0.0049912731481481475,0.00031599537037037034
2014-04-01,AS14.13,2014-03-31-2014-03-31,7.5,7.0,-1.2,0.6,0.2922268907563025,0.0631482870131731,0.031428576388888886,0.0,0.008412048611111108,0.0,0.1,0.013179849537037037,0.0062865856481481505
2014-04-02,AS14.13,2014-04-01-2014-04-01,7.4,7.5,-1.5,1.0,0.43874834656084655,0.08673953704260011,0.04910770833333334,0.0,0.04773916666666669,0.0,0.6,0.008176701388888888,0.03722246527777777
2014-04-03,AS14.13,2014-04-02-2014-04-02,7.6,7.4,-1.2,1.0,0.3712079450379943,0.10641943283655024,0.23980033564814834,0.0,0.009613263888888885,0.0,0.0,0.006707291666666668,0.0045193981481481465
2014-04-04,AS14.13,2014-04-03-2014-04-03,7.8,7.6,-0.8,1.4,0.3039661452028189,0.13171645832558473,0.14541751157407407,0.0,0.0004115856481481482,0.0,1.0,0.004264525462962963,0.017920138888888878
2014-04-05,AS14.13,2014-04-04-2014-04-04,6.8,7.8,-0.6,1.0,0.19674225941227166,0.09318050929793598,0.08248153935185187,0.0,0.004607268518518518,0.0,0.3,0.007881747685185188,0.010631921296296294
2014-04-06,AS14.13,2014-04-05-2014-04-05,6.25,6.8,0.2,0.8,0.15646127217935726,0.14419359953315167,0.13699145833333332,0.0,0.0009554166666666664,0.0,0.0,0.006359872685185183,0.0010627083333333333
2014-04-07,AS14.13,2014-04-06-2014-04-06,7.4,6.25,0.25,0.75,0.32032102320237915,0.0963609722063497,0.07115886574074075,0.0,0.006091006944444446,0.0032801157407407427,0.0,0.004013877314814816,0.016457847222222224
2014-04-08,AS14.13,2014-04-07-2014-04-07,8.2,7.4,-0.4,1.0,0.30800465676571875,0.12289562499081655,0.14305368055555562,0.0,0.010613368055555556,0.0,0.2,0.0023860185185185182,0.0029508680555555555
2014-04-09,AS14.13,2014-04-08-2014-04-08,7.8,8.2,0.8,1.4,0.12433551478229142,0.1201954166922304,0.09243265046296294,0.0,0.0018321990740740746,0.0,0.2,0.011402905092592593,0.012464131944444446
2014-04-10,AS14.13,2014-04-09-2014-04-09,7.6,7.8,-0.2,1.2,0.19026514823987345,0.16470078700118593,0.1335992013888889,0.0,0.002429328703703704,0.0,0.4,0.0027621990740740745,0.01699234953703704
2014-04-11,AS14.13,2014-04-10-2014-04-10,6.8,7.6,0.6,1.0,0.3092114046758542,0.10249398147066432,0.09728159722222217,0.00017440972222222223,0.0011890046296296295,0.0,0.1,0.0,0.0033014699074074075
2014-04-12,AS14.13,2014-04-11-2014-04-11,6.8,6.8,0.6,1.2,0.4687077628254098,0.0409881944347311,0.024845729166666653,0.0,0.0043415625,0.0,0.1,0.0,0.01000085648148148
2014-04-13,AS14.13,2014-04-12-2014-04-12,6.6,6.8,0.6,1.0,0.09549919484702096,0.08824557871178337,0.06500297453703703,0.00269394675925926,0.0039608217592592585,0.0,1.0,0.0014402199074074074,0.0045500925925925926
2014-04-14,AS14.13,2014-04-13-2014-04-13,6.8,6.6,0.2,0.8,0.1513406794183811,0.09498082175298976,0.08851324074074074,0.0,0.001811469907407408,0.0,0.2,0.0,0.0016928125
2014-04-15,AS14.13,2014-04-14-2014-04-14,6.0,6.8,-0.6,1.0,0.26101854320329393,0.057205277772413375,0.05428016203703702,0.0,0.0024788310185185182,0.0,0.0,0.0,0.004358391203703704
2014-04-16,AS14.13,2014-04-15-2014-04-15,6.0,6.0,-0.8,0.2,0.3699345550700973,0.0994376967736968,0.07551431712962968,0.0,0.0020695486111111114,0.0,0.3,0.0,0.0286126851851852
2014-04-25,AS14.13,2014-04-24-2014-04-24,7.75,7.666666666666668,1.0,1.0,0.4378101065601063,0.15928774307447452,0.03238023148148148,0.0,0.0057122685185185176,0.0,0.2,0.0,0.006712025462962961
2014-04-26,AS14.13,2014-04-25-2014-04-25,8.8,7.75,-0.25,1.25,0.4405688439574525,0.06540093749209683,0.030486608796296288,0.0,0.019396608796296302,0.0,0.0,0.0,0.010514965277777774
2014-04-27,AS14.13,2014-04-26-2014-04-26,8.0,8.8,-1.8,1.6,0.16949476650563594,0.0854091087894307,0.0651942476851852,0.0,0.004825300925925926,0.0026177662037037033,0.0,0.0,0.0015557754629629628
2014-04-28,AS14.13,2014-04-27-2014-04-27,8.166666666666666,8.0,-0.5,1.5,0.2649346728151076,0.15856973378746592,0.11832241898148148,0.00019019675925925928,0.009494606481481484,0.003190497685185185,0.0,0.0,0.009739884259259259
2014-04-29,AS14.13,2014-04-28-2014-04-28,8.5,8.166666666666666,-1.6666666666666667,1.0,0.2987684400223101,0.09112810185110123,0.070942025462963,0.00018892361111111112,0.0063115740740740745,0.0019179976851851847,0.0,0.0,0.005613900462962963
2014-04-30,AS14.13,2014-04-29-2014-04-29,7.833333333333332,8.5,-1.25,1.25,0.32500287706139397,0.09280295139385593,0.07813476851851849,0.00017543981481481482,0.002148935185185185,0.005743240740740741,0.0,0.0,0.00464486111111111
2014-05-01,AS14.13,2014-04-30-2014-04-30,8.333333333333334,7.833333333333332,-1.1666666666666667,1.0,0.29367141217445164,0.0852385879749501,0.07271221064814813,0.0013706597222222221,0.007777187500000002,0.002806967592592593,0.0,0.0,0.0011007060185185184
2014-05-02,AS14.13,2014-05-01-2014-05-01,8.0,8.333333333333334,-1.0,2.0,0.14677763080540854,0.07455349536129724,0.05884465277777778,0.0011347569444444447,0.0048541782407407405,0.003112337962962963,0.0,0.0,0.0018407291666666665
