predict_day,user,window,true_mood,mood,arousal,valence,activity,screen,communication,finance,office,social,travel,weather,gsm,amusement,system
2014-03-24,AS14.09,2014-03-23-2014-03-23,7.25,6.75,0.75,0.25,0.03333333333333332,0.08287361110802051,0.036895520833333334,0.0,0.0,0.0002121875,0.002240601851851852,0.0,0.06666666666666668,0.4159449652777778,0.0034989351851851852
2014-03-25,AS14.09,2014-03-24-2014-03-24,6.2,7.25,0.5,0.5,0.07916666666666668,0.0686340740819772,0.03647917824074076,0.0006306944444444446,4.7349537037037016e-05,0.01045318287037037,0.002899872685185185,0.0,0.0,0.01235804398148148,0.0009366319444444444
2014-03-26,AS14.09,2014-03-25-2014-03-25,7.75,6.2,0.4,-0.2,0.025694444444444447,0.08347445603322096,0.027977256944444456,0.0012282407407407411,0.00011870370370370368,0.001423599537037037,0.0003758564814814815,0.0002017708333333333,0.06666666666666668,0.046126608796296265,0.003826828703703704
2014-03-27,AS14.09,2014-03-26-2014-03-26,7.8,7.75,0.5,0.75,0.0863155761862658,0.09898179398366702,0.017421076388888897,0.0007100578703703702,1.162037037037037e-05,0.003690358796296296,0.0,0.0,0.3333333333333333,0.031909733796296295,0.008118472222222223
2014-03-28,AS14.09,2014-03-27-2014-03-27,8.25,7.8,-0.4,0.8,0.027083333333333348,0.048257199062241435,0.009151064814814813,0.0,0.0,0.005805752314814816,1.1689814814814815e-05,0.00016662037037037036,0.06666666666666668,0.02824074074074075,0.0024372916666666666
2014-03-29,AS14.09,2014-03-28-2014-03-28,8.0,8.25,-0.25,1.0,0.07977843915343913,0.12115143520688575,0.030578263888888894,0.0006489699074074076,7.055555555555556e-05,0.0033995254629629627,0.011386215277777776,0.0,0.26666666666666666,0.06518354166666668,0.0067238773148148145
2014-03-30,AS14.09,2014-03-29-2014-03-29,7.75,8.0,-0.4,1.0,0.08229166666666668,0.08700204860005112,0.04025721064814817,0.0,0.0,0.0021857291666666665,0.0018252546296296296,0.0,0.3333333333333333,0.03665255787037037,0.005302708333333333
2014-03-31,AS14.09,2014-03-30-2014-03-30,7.0,7.75,-1.0,1.0,0.11195652173913047,0.1003390161913854,0.040434270833333334,0.00025001157407407405,0.0,0.0056932060185185185,0.0,0.0005864583333333334,0.2,0.03677729166666669,0.01606567129629629
2014-04-01,AS14.09,2014-03-31-2014-03-31,7.6,7.0,-0.2,0.2,0.08333333333333336,0.07880677082748322,0.03893064814814815,0.001125949074074074,4.745370370370371e-05,0.00011741898148148148,0.006671099537037035,0.0,0.2,0.024039375,0.007261782407407408
2014-04-02,AS14.09,2014-04-01-2014-04-01,6.2,7.6,0.0,0.6,0.07986111111111115,0.14972321760599255,0.06087413194444442,0.001430925925925926,0.0,0.0012395601851851851,0.0015877314814814814,0.0,0.3333333333333333,0.04880278935185186,0.026553356481481483
2014-04-03,AS14.09,2014-04-02-2014-04-02,7.6,6.2,0.2,0.0,0.04138655462184872,0.04185399305489331,0.008079780092592597,0.0,0.0,0.0003915509259259259,0.0,0.00038037037037037043,0.13333333333333333,0.016307546296296292,0.01576008101851852
2014-04-04,AS14.09,2014-04-03-2014-04-03,7.25,7.6,0.0,0.6,0.18090277777777766,0.07083185184609006,0.023224756944444442,0.001126041666666667,4.675925925925926e-05,0.002426215277777777,0.017462627314814818,0.0,0.2,0.017702939814814817,0.0068081481481481465
2014-04-05,AS14.09,2014-04-04-2014-04-04,7.5,7.25,-0.75,0.75,0.07604166666666665,0.08000747684803274,0.03590895833333332,0.0005529166666666668,0.0,0.0019249884259259266,0.0031828935185185185,0.0,0.26666666666666666,0.03446450231481483,0.0032319328703703703
2014-04-06,AS14.09,2014-04-05-2014-04-05,6.8,7.5,0.0,0.75,0.11562500000000005,0.06325339121399101,0.03497776620370372,0.0,1.1712962962962966e-05,0.0012638888888888884,0.0,0.0,0.0,0.025443460648148147,0.0006256712962962963
2014-04-07,AS14.09,2014-04-06-2014-04-06,6.2,6.8,-0.4,0.8,0.13888888888888887,0.0828778703979872,0.0334325462962963,0.0005984953703703702,4.658564814814815e-05,0.003014212962962963,0.0,0.0002803703703703704,0.0,0.04141896990740742,0.0033797916666666672
2014-04-08,AS14.09,2014-04-07-2014-04-07,7.2,6.2,-0.5,0.0,0.07812500000000004,0.06196387733574265,0.030502546296296305,0.0008835416666666668,3.521990740740741e-05,0.0034856365740740733,0.004029652777777778,0.0010457407407407407,0.0,0.01918457175925925,0.0020209837962962963
2014-04-09,AS14.09,2014-04-08-2014-04-08,6.5,7.2,0.0,0.6,0.08645833333333333,0.04694128472495964,0.01994186342592593,0.0018540625,1.1944444444444444e-05,0.0003978125,0.004513217592592593,0.0,0.06666666666666668,0.20040487268518514,0.002537824074074075
2014-04-10,AS14.09,2014-04-09-2014-04-09,6.0,6.5,0.25,0.25,0.034126984126984145,0.04980440972579851,0.019851099537037044,0.00027050925925925924,0.0,0.0003284953703703703,0.00030108796296296296,0.0,0.2,0.023627361111111102,0.0052662731481481475
2014-04-11,AS14.09,2014-04-10-2014-04-10,6.8,6.0,0.75,0.0,0.030357142857142864,0.024983645851413404,0.009570219907407413,0.0,0.0,0.0022716550925925925,0.0,0.0,0.06666666666666668,0.010666134259259255,0.001370462962962963
2014-04-12,AS14.09,2014-04-11-2014-04-11,7.0,6.8,0.0,0.6,0.11428571428571427,0.06437589119429937,0.008857650462962963,0.00027487268518518524,0.0,0.0,0.006931805555555557,0.0,0.0,0.007997256944444442,2.324074074074074e-05
2014-04-13,AS14.09,2014-04-12-2014-04-12,6.0,7.0,0.0,0.8,0.06944444444444445,0.03288846065048818,0.01926755787037037,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.01326792824074074,0.0006840046296296298
2014-04-14,AS14.09,2014-04-13-2014-04-13,5.8,6.0,-0.8,0.0,0.1722222222222222,0.014083865737473524,0.005827048611111112,0.0,0.0,0.0,0.004757418981481481,0.0,0.06666666666666668,0.003169930555555555,0.0001527199074074074
