indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
3,2014-03-29,AS14.23,2014-03-25-2014-03-28,6.8,0.175,1.075,0.3604083571173295,7.25,3.0
4,2014-03-30,AS14.23,2014-03-26-2014-03-29,7.0625,0.3375,1.3,0.39096381371814193,7.0,4.0
5,2014-03-31,AS14.23,2014-03-27-2014-03-30,7.0625,0.4,1.2875,0.3942501878872226,7.5,5.0
6,2014-04-01,AS14.23,2014-03-28-2014-03-31,7.1875,0.15,1.35,0.40094924359942274,7.5,6.0
11,2014-04-06,AS14.23,2014-04-02-2014-04-05,6.875,0.6875,1.0,0.4413458216260107,7.0,11.0
12,2014-04-07,AS14.23,2014-04-03-2014-04-06,6.875,0.5625,0.9,0.3998290179756118,5.75,12.0
13,2014-04-08,AS14.23,2014-04-04-2014-04-07,6.5625,0.375,0.7125,0.4052658995880989,6.6,13.0
14,2014-04-09,AS14.23,2014-04-05-2014-04-08,6.4625,0.175,0.6125,0.32683469314564007,7.2,14.0
15,2014-04-10,AS14.23,2014-04-06-2014-04-09,6.6375,-0.1125,0.6625,0.32436031344672217,7.0,15.0
16,2014-04-11,AS14.23,2014-04-07-2014-04-10,6.6375,-0.1125,0.7124999999999999,0.3195716528707085,7.0,16.0
17,2014-04-12,AS14.23,2014-04-08-2014-04-11,6.95,0.05,0.8999999999999999,0.31034143728958347,7.75,17.0
18,2014-04-13,AS14.23,2014-04-09-2014-04-12,7.2375,-0.0625,1.0,0.33489878680442836,7.2,18.0
