predict_day,user,window,mood,arousal,valence,activity,true_mood
2014-05-17,AS14.24,2014-05-13-2014-05-16,6.525,-0.2625,0.4375,0.04818945873803753,7.6
2014-05-18,AS14.24,2014-05-14-2014-05-17,6.550000000000001,-0.30000000000000004,0.5,0.04213300013764823,7.2
2014-05-19,AS14.24,2014-05-15-2014-05-18,7.05,-0.1,0.75,0.03327409183254726,7.4
2014-05-20,AS14.24,2014-05-16-2014-05-19,7.300000000000001,-0.08750000000000002,0.8375,0.021646543476901956,7.0
2014-05-21,AS14.24,2014-05-17-2014-05-20,7.300000000000001,-0.08750000000000002,0.8375,0.02732085089019967,6.2
2014-05-22,AS14.24,2014-05-18-2014-05-21,6.95,0.0625,0.6875,0.03256819170505669,6.6
2014-05-28,AS14.24,2014-05-24-2014-05-27,6.85,0.3875,0.8666666666666666,0.03113632263426539,6.6
2014-05-29,AS14.24,2014-05-25-2014-05-28,6.699999999999999,0.3875,0.7916666666666666,0.0528302487403363,7.0
2014-05-30,AS14.24,2014-05-26-2014-05-29,6.699999999999999,0.225,0.7416666666666667,0.0459825014681055,7.4
2014-05-31,AS14.24,2014-05-27-2014-05-30,6.800000000000001,0.075,0.7916666666666666,0.05421970503846894,7.0
2014-06-01,AS14.24,2014-05-28-2014-05-31,7.0,0.2,0.875,0.09124973362549738,6.833333333333332
2014-06-02,AS14.24,2014-05-29-2014-06-01,7.058333333333333,-0.04999999999999999,0.9166666666666666,0.07853459465706089,6.75
2014-06-03,AS14.24,2014-05-30-2014-06-02,6.995833333333334,0.1333333333333333,0.9666666666666667,0.0836535751745092,7.8
2014-06-04,AS14.24,2014-05-31-2014-06-03,7.095833333333333,0.18333333333333335,0.9166666666666666,0.097601748988526,7.0
2014-06-05,AS14.24,2014-06-01-2014-06-04,7.095833333333333,0.05833333333333332,0.9166666666666666,0.05606807215748286,7.0
2014-06-06,AS14.24,2014-06-02-2014-06-05,7.1375,0.30833333333333335,1.0,0.08231306462675783,7.5
