indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
1,2014-03-26,AS14.09,2014-03-23-2014-03-25,6.733333333333333,0.5499999999999999,0.18333333333333335,0.04606481481481481,7.75,1.0
2,2014-03-27,AS14.09,2014-03-24-2014-03-26,7.066666666666666,0.4666666666666666,0.35000000000000003,0.06372556243245897,7.8,2.0
3,2014-03-28,AS14.09,2014-03-25-2014-03-27,7.25,0.16666666666666666,0.45,0.046364451321347866,8.25,3.0
4,2014-03-29,AS14.09,2014-03-26-2014-03-28,7.933333333333334,-0.05000000000000001,0.85,0.06439244955767942,8.0,4.0
5,2014-03-30,AS14.09,2014-03-27-2014-03-29,8.016666666666667,-0.35000000000000003,0.9333333333333332,0.06305114638447971,7.75,5.0
6,2014-03-31,AS14.09,2014-03-28-2014-03-30,8.0,-0.5499999999999999,1.0,0.0913422091864121,7.0,6.0
7,2014-04-01,AS14.09,2014-03-29-2014-03-31,7.583333333333333,-0.5333333333333333,0.7333333333333334,0.0925271739130435,7.6,7.0
8,2014-04-02,AS14.09,2014-03-30-2014-04-01,7.45,-0.39999999999999997,0.6,0.09171698872785833,6.2,8.0
9,2014-04-03,AS14.09,2014-03-31-2014-04-02,6.933333333333334,0.0,0.26666666666666666,0.06819366635543107,7.6,9.0
10,2014-04-04,AS14.09,2014-04-01-2014-04-03,7.133333333333333,0.06666666666666667,0.39999999999999997,0.10071681450357917,7.25,10.0
11,2014-04-05,AS14.09,2014-04-02-2014-04-04,7.016666666666667,-0.18333333333333335,0.45,0.099443666355431,7.5,11.0
12,2014-04-06,AS14.09,2014-04-03-2014-04-05,7.45,-0.25,0.7000000000000001,0.12418981481481478,6.8,12.0
13,2014-04-07,AS14.09,2014-04-04-2014-04-06,7.183333333333334,-0.3833333333333333,0.7666666666666666,0.1101851851851852,6.2,13.0
14,2014-04-08,AS14.09,2014-04-05-2014-04-07,6.833333333333333,-0.3,0.5166666666666667,0.11087962962962966,7.2,14.0
15,2014-04-09,AS14.09,2014-04-06-2014-04-08,6.733333333333333,-0.3,0.4666666666666666,0.10115740740740742,6.5,15.0
16,2014-04-10,AS14.09,2014-04-07-2014-04-09,6.633333333333333,-0.08333333333333333,0.2833333333333333,0.0662367724867725,6.0,16.0
17,2014-04-11,AS14.09,2014-04-08-2014-04-10,6.566666666666666,0.3333333333333333,0.2833333333333333,0.05031415343915344,6.8,17.0
18,2014-04-12,AS14.09,2014-04-09-2014-04-11,6.433333333333334,0.3333333333333333,0.2833333333333333,0.05958994708994709,7.0,18.0
19,2014-04-13,AS14.09,2014-04-10-2014-04-12,6.6000000000000005,0.25,0.4666666666666666,0.07136243386243386,6.0,19.0
20,2014-04-14,AS14.09,2014-04-11-2014-04-13,6.6000000000000005,-0.26666666666666666,0.4666666666666666,0.11865079365079363,5.8,20.0
21,2014-04-15,AS14.09,2014-04-12-2014-04-14,6.266666666666667,-0.3333333333333333,0.20000000000000004,0.10833333333333328,6.0,21.0
22,2014-04-16,AS14.09,2014-04-13-2014-04-15,5.933333333333334,-0.3333333333333333,-0.06666666666666667,0.11469907407407402,5.5,22.0
23,2014-04-17,AS14.09,2014-04-14-2014-04-16,5.766666666666667,-0.2333333333333333,-0.15,0.062486471861471826,7.0,23.0
24,2014-04-18,AS14.09,2014-04-15-2014-04-17,6.166666666666667,-0.16666666666666666,0.16666666666666666,0.07152754044201413,6.6,24.0
25,2014-04-19,AS14.09,2014-04-16-2014-04-18,6.366666666666667,-0.5666666666666667,0.3666666666666667,0.08025974889013167,8.0,25.0
