indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
3,2014-03-30,AS14.06,2014-03-27-2014-03-29,7.466666666666666,0.016666666666666663,0.6833333333333332,0.13846009391797323,7.8,3.0
4,2014-03-31,AS14.06,2014-03-28-2014-03-30,7.733333333333333,-0.06666666666666667,0.8666666666666667,0.16478317634243245,7.0,4.0
5,2014-04-01,AS14.06,2014-03-29-2014-03-31,7.533333333333334,-0.06666666666666667,0.7333333333333334,0.16116139723952727,7.75,5.0
6,2014-04-02,AS14.06,2014-03-30-2014-04-01,7.516666666666667,-0.06666666666666667,0.65,0.19925231092270435,6.8,6.0
7,2014-04-03,AS14.06,2014-03-31-2014-04-02,7.183333333333334,-0.26666666666666666,0.5166666666666666,0.18300386710073105,7.2,7.0
8,2014-04-04,AS14.06,2014-04-01-2014-04-03,7.25,-0.19999999999999998,0.5166666666666666,0.19932668083572444,7.0,8.0
9,2014-04-05,AS14.06,2014-04-02-2014-04-04,7.0,-0.3333333333333333,0.3333333333333333,0.1738834095428368,7.0,9.0
10,2014-04-06,AS14.06,2014-04-03-2014-04-05,7.066666666666666,-0.26666666666666666,0.46666666666666673,0.21712386980963086,7.0,10.0
11,2014-04-07,AS14.06,2014-04-04-2014-04-06,7.0,-0.6,0.4666666666666666,0.15407447865675877,6.2,11.0
12,2014-04-08,AS14.06,2014-04-05-2014-04-07,6.733333333333333,-0.6666666666666666,0.4000000000000001,0.16921561203318622,6.6,12.0
13,2014-04-09,AS14.06,2014-04-06-2014-04-08,6.599999999999999,-0.6,0.13333333333333333,0.13010716465385166,7.4,13.0
14,2014-04-10,AS14.06,2014-04-07-2014-04-09,6.733333333333334,-0.13333333333333333,0.26666666666666666,0.15766391485202402,7.6,14.0
15,2014-04-11,AS14.06,2014-04-08-2014-04-10,7.2,0.0,0.5333333333333333,0.16744292668985938,7.8,15.0
16,2014-04-12,AS14.06,2014-04-09-2014-04-11,7.6000000000000005,0.0,0.8666666666666667,0.17776564332111097,8.2,16.0
17,2014-04-13,AS14.06,2014-04-10-2014-04-12,7.866666666666666,0.0,0.9333333333333332,0.22137106209680837,6.5,17.0
18,2014-04-14,AS14.06,2014-04-11-2014-04-13,7.5,-0.43333333333333335,0.75,0.26152349136688474,7.25,18.0
19,2014-04-15,AS14.06,2014-04-12-2014-04-14,7.316666666666666,-0.45,0.6666666666666666,0.25246556746307497,7.0,19.0
20,2014-04-16,AS14.06,2014-04-13-2014-04-15,6.916666666666667,-0.7166666666666667,0.5333333333333333,0.2413493593050935,7.6,20.0
21,2014-04-17,AS14.06,2014-04-14-2014-04-16,7.283333333333334,-0.21666666666666667,0.5833333333333334,0.1747905432653086,6.8,21.0
22,2014-04-18,AS14.06,2014-04-15-2014-04-17,7.133333333333333,-0.06666666666666667,0.5333333333333333,0.1657664614581268,6.25,22.0
23,2014-04-19,AS14.06,2014-04-16-2014-04-18,6.883333333333333,-0.26666666666666666,0.5,0.14765041757550704,6.8,23.0
24,2014-04-20,AS14.06,2014-04-17-2014-04-19,6.616666666666667,-0.20000000000000004,0.5666666666666668,0.13205001891931256,8.2,24.0
25,2014-04-21,AS14.06,2014-04-18-2014-04-20,7.083333333333333,-0.0666666666666667,0.6333333333333334,0.09137897712539472,7.0,25.0
26,2014-04-22,AS14.06,2014-04-19-2014-04-21,7.333333333333333,0.3333333333333333,0.6666666666666666,0.06872027620361436,6.6,26.0
27,2014-04-23,AS14.06,2014-04-20-2014-04-22,7.266666666666666,0.13333333333333333,0.6666666666666666,0.0841315796138673,7.0,27.0
28,2014-04-24,AS14.06,2014-04-21-2014-04-23,6.866666666666667,-0.06666666666666667,0.6666666666666666,0.11882150904255769,7.75,28.0
29,2014-04-25,AS14.06,2014-04-22-2014-04-24,7.116666666666667,-0.21666666666666667,0.7166666666666667,0.17131188904322045,6.4,29.0
30,2014-04-26,AS14.06,2014-04-23-2014-04-25,7.05,-0.4166666666666667,0.65,0.21147928933667115,7.5,30.0
31,2014-04-27,AS14.06,2014-04-24-2014-04-26,7.216666666666666,-0.4166666666666667,0.7166666666666667,0.23576924496545207,7.2,31.0
