indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
4,2014-05-13,AS14.33,2014-05-11-2014-05-12,6.0,-0.375,0.45,0.017590419583414466,5.0,4.0
5,2014-05-14,AS14.33,2014-05-12-2014-05-13,5.5,-0.125,0.25,0.08199064622932561,6.833333333333332,5.0
6,2014-05-15,AS14.33,2014-05-13-2014-05-14,5.916666666666666,0.08333333333333334,0.2,0.07197469376766727,6.0,6.0
7,2014-05-16,AS14.33,2014-05-14-2014-05-15,6.416666666666666,-0.16666666666666666,0.45,0.06325843076791941,7.0,7.0
8,2014-05-17,AS14.33,2014-05-15-2014-05-16,6.5,0.2,0.75,0.08715635066750822,6.0,8.0
9,2014-05-18,AS14.33,2014-05-16-2014-05-17,6.5,0.325,0.6666666666666666,0.03422745712412536,6.0,9.0
10,2014-05-19,AS14.33,2014-05-17-2014-05-18,6.0,-0.175,0.26666666666666666,0.017202957438252748,6.2,10.0
11,2014-05-20,AS14.33,2014-05-18-2014-05-19,6.1,-0.4,0.2,0.013439573501361678,6.25,11.0
12,2014-05-21,AS14.33,2014-05-19-2014-05-20,6.225,-0.35,0.35,0.013764473770040895,6.0,12.0
13,2014-05-22,AS14.33,2014-05-20-2014-05-21,6.125,-0.5833333333333333,0.15,0.017781528965688784,5.75,13.0
18,2014-05-27,AS14.33,2014-05-25-2014-05-26,5.825,-0.575,0.16666666666666666,0.1383358382044283,6.2,18.0
19,2014-05-28,AS14.33,2014-05-26-2014-05-27,5.800000000000001,-0.5,0.2,0.06395286077756718,8.2,19.0
20,2014-05-29,AS14.33,2014-05-27-2014-05-28,7.199999999999999,-0.3,0.8,0.05800270338294491,7.0,20.0
21,2014-05-30,AS14.33,2014-05-28-2014-05-29,7.6,-0.6666666666666666,1.1,0.1363278120479774,6.8,21.0
