indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
3,2014-04-13,AS14.25,2014-04-11-2014-04-12,7.375,-0.225,0.55,0.09992826820752604,6.6,3.0
4,2014-04-14,AS14.25,2014-04-12-2014-04-13,6.8,-0.30000000000000004,0.5,0.04158391578886306,6.4,4.0
5,2014-04-15,AS14.25,2014-04-13-2014-04-14,6.5,0.09999999999999998,0.30000000000000004,0.06485324789016912,6.5,5.0
6,2014-04-16,AS14.25,2014-04-14-2014-04-15,6.45,0.175,0.1,0.085921986472132,7.2,6.0
7,2014-04-17,AS14.25,2014-04-15-2014-04-16,6.85,-0.024999999999999994,0.3,0.0930319716223991,6.5,7.0
8,2014-04-18,AS14.25,2014-04-16-2014-04-17,6.85,0.1,0.3,0.11355025160062768,6.25,8.0
9,2014-04-19,AS14.25,2014-04-17-2014-04-18,6.375,-0.125,0.0,0.09775564897906394,7.5,9.0
10,2014-04-20,AS14.25,2014-04-18-2014-04-19,6.875,-0.5,0.0,0.11491956249960097,6.8,10.0
11,2014-04-21,AS14.25,2014-04-19-2014-04-20,7.15,-0.375,0.0,0.0918719417853224,7.4,11.0
12,2014-04-22,AS14.25,2014-04-20-2014-04-21,7.1,-0.2,0.4,0.05912828947368419,8.25,12.0
13,2014-04-23,AS14.25,2014-04-21-2014-04-22,7.825,-0.07500000000000001,0.9,0.10916332589512286,6.5,13.0
14,2014-04-24,AS14.25,2014-04-22-2014-04-23,7.375,-0.125,0.5,0.10182000633589425,6.0,14.0
15,2014-04-25,AS14.25,2014-04-23-2014-04-24,6.25,-0.85,0.0,0.0808511248852158,6.25,15.0
21,2014-05-01,AS14.25,2014-04-29-2014-04-30,6.1,-0.19999999999999996,-0.5,0.0957463347197264,7.0,21.0
22,2014-05-02,AS14.25,2014-04-30-2014-05-01,6.6,-0.09999999999999998,0.0,0.09782611118954304,6.5,22.0
23,2014-05-03,AS14.25,2014-05-01-2014-05-02,6.75,-0.875,0.2,0.11236617816620634,6.4,23.0
24,2014-05-04,AS14.25,2014-05-02-2014-05-03,6.45,-0.5,0.0,0.09843445419103312,7.2,24.0
25,2014-05-05,AS14.25,2014-05-03-2014-05-04,6.800000000000001,0.375,0.3,0.08151439948070041,6.666666666666668,25.0
