predict_day,user,window,mood,arousal,valence,activity,true_mood
2014-03-24,AS14.19,2014-03-22-2014-03-23,6.8,-1.1,0.6000000000000001,0.05801985365599108,6.0
2014-03-25,AS14.19,2014-03-23-2014-03-24,6.5,-0.6000000000000001,0.6000000000000001,0.07167494238046662,5.5
2014-03-26,AS14.19,2014-03-24-2014-03-25,5.75,-0.825,0.325,0.11357052639244201,6.0
2014-03-27,AS14.19,2014-03-25-2014-03-26,5.75,-0.925,0.325,0.11108321642524269,6.6
2014-03-28,AS14.19,2014-03-26-2014-03-27,6.3,-0.3,0.5,0.12055971730351955,6.6
2014-03-29,AS14.19,2014-03-27-2014-03-28,6.6,-0.3,0.8999999999999999,0.14053843675077077,7.4
2014-03-30,AS14.19,2014-03-28-2014-03-29,7.0,-0.19999999999999998,1.2,0.14341326252533398,7.0
2014-03-31,AS14.19,2014-03-29-2014-03-30,7.2,-0.1,1.0,0.10123896519870293,7.2
2014-04-01,AS14.19,2014-03-30-2014-03-31,7.1,-0.4,0.9,0.09732233495872533,6.4
2014-04-02,AS14.19,2014-03-31-2014-04-01,6.800000000000001,-0.2,0.6,0.13179391442162258,7.6
2014-04-03,AS14.19,2014-04-01-2014-04-02,7.0,-0.1,0.6,0.1053151920725372,6.6
2014-04-04,AS14.19,2014-04-02-2014-04-03,7.1,-0.1,0.8,0.07512035118837557,7.0
2014-04-05,AS14.19,2014-04-03-2014-04-04,6.8,-0.1,0.5,0.11504915074835706,8.0
2014-04-06,AS14.19,2014-04-04-2014-04-05,7.5,-0.4,0.8,0.14648845998554305,7.25
2014-04-07,AS14.19,2014-04-05-2014-04-06,7.625,-0.925,1.1,0.11508993621711341,6.6
2014-04-08,AS14.19,2014-04-06-2014-04-07,6.925,-1.125,0.8,0.13882951778245717,6.8
2014-04-09,AS14.19,2014-04-07-2014-04-08,6.699999999999999,-0.7,0.8,0.1362488634936606,7.2
2014-04-10,AS14.19,2014-04-08-2014-04-09,7.0,-0.4,0.9,0.10331396337623769,6.75
2014-04-11,AS14.19,2014-04-09-2014-04-10,6.975,-0.45,0.775,0.09518316994876634,6.8
2014-04-12,AS14.19,2014-04-10-2014-04-11,6.775,-0.55,0.875,0.09194755523177012,7.2
2014-04-13,AS14.19,2014-04-11-2014-04-12,7.0,-0.19999999999999998,0.9,0.08857443643697435,7.2
2014-04-14,AS14.19,2014-04-12-2014-04-13,7.2,-0.19999999999999998,0.9,0.08986473388736248,7.0
2014-04-15,AS14.19,2014-04-13-2014-04-14,7.1,-0.09999999999999998,0.9,0.12980175777389694,6.4
2014-04-16,AS14.19,2014-04-14-2014-04-15,6.7,-0.3,0.9,0.13834733038714422,6.8
2014-04-17,AS14.19,2014-04-15-2014-04-16,6.6,-0.8,1.0,0.10398959062791784,6.8
2014-04-27,AS14.19,2014-04-25-2014-04-26,7.5,0.125,1.125,0.1629389136470759,6.333333333333332
2014-04-28,AS14.19,2014-04-26-2014-04-27,7.041666666666666,-0.25,1.1666666666666667,0.1469846790540304,6.4
2014-04-29,AS14.19,2014-04-27-2014-04-28,6.366666666666666,-0.75,0.7166666666666667,0.07432331628303492,7.2
2014-04-30,AS14.19,2014-04-28-2014-04-29,6.800000000000001,0.2,0.6,0.06473121137366644,7.0
2014-05-01,AS14.19,2014-04-29-2014-04-30,7.1,0.4,0.7,0.03511456678169514,6.8
2014-05-02,AS14.19,2014-04-30-2014-05-01,6.9,0.1,0.8,0.08540580985138223,7.8
2014-05-03,AS14.19,2014-05-01-2014-05-02,7.3,0.1,1.0,0.15928508328299534,7.4
2014-05-04,AS14.19,2014-05-02-2014-05-03,7.6,0.4,1.1,0.19121200525584073,6.6
2014-05-05,AS14.19,2014-05-03-2014-05-04,7.0,0.0,0.9,0.12978437878150484,7.0
