indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
0,2014-03-19,AS14.05,2014-03-17-2014-03-18,6.75,-0.07500000000000001,0.7,0.09828321355998398,6.75,0.0
1,2014-03-20,AS14.05,2014-03-18-2014-03-19,7.125,0.625,0.875,0.12344358554222865,7.2,1.0
2,2014-03-21,AS14.05,2014-03-19-2014-03-20,6.975,1.0,0.775,0.12607403215632976,7.25,2.0
3,2014-03-22,AS14.05,2014-03-20-2014-03-21,7.225,0.5,0.9,0.08432726114248967,3.75,3.0
4,2014-03-23,AS14.05,2014-03-21-2014-03-22,5.5,-1.0,0.0,0.03437935761703115,4.4,4.0
5,2014-03-24,AS14.05,2014-03-22-2014-03-23,4.075,-1.7,-1.0,0.05190194479164612,3.75,5.0
6,2014-03-25,AS14.05,2014-03-23-2014-03-24,4.075,-1.7,-1.0,0.04588938466039731,5.333333333333333,6.0
7,2014-03-26,AS14.05,2014-03-24-2014-03-25,4.541666666666666,-1.5,-0.33333333333333337,0.02375138003846857,5.5,7.0
8,2014-03-27,AS14.05,2014-03-25-2014-03-26,5.416666666666666,-0.75,0.29166666666666663,0.04010169859897711,5.8,8.0
9,2014-03-28,AS14.05,2014-03-26-2014-03-27,5.65,-0.55,0.225,0.058206184723667474,6.2,9.0
10,2014-03-29,AS14.05,2014-03-27-2014-03-28,6.0,-0.3,0.4,0.06125022171094948,6.4,10.0
11,2014-03-30,AS14.05,2014-03-28-2014-03-29,6.300000000000001,-0.2,0.8,0.07487388250941002,6.2,11.0
12,2014-03-31,AS14.05,2014-03-29-2014-03-30,6.300000000000001,-0.6000000000000001,0.9,0.08967134573332836,6.8,12.0
13,2014-04-01,AS14.05,2014-03-30-2014-03-31,6.5,-0.6000000000000001,0.9,0.06513041569256187,7.0,13.0
14,2014-04-02,AS14.05,2014-03-31-2014-04-01,6.9,-0.2,1.0,0.0667336536919737,7.0,14.0
15,2014-04-03,AS14.05,2014-04-01-2014-04-02,7.0,-0.1,1.0,0.07562606344459233,7.2,15.0
16,2014-04-04,AS14.05,2014-04-02-2014-04-03,7.1,-0.6,0.9,0.06293881330471138,7.0,16.0
17,2014-04-05,AS14.05,2014-04-03-2014-04-04,7.1,-0.9,0.9,0.04710400445502392,7.5,17.0
18,2014-04-06,AS14.05,2014-04-04-2014-04-05,7.25,-0.4,1.0,0.05537249385946686,6.8,18.0
19,2014-04-07,AS14.05,2014-04-05-2014-04-06,7.15,-0.2,1.0,0.07332555114867445,6.75,19.0
20,2014-04-08,AS14.05,2014-04-06-2014-04-07,6.775,-0.325,0.875,0.07211066628612346,6.75,20.0
21,2014-04-09,AS14.05,2014-04-07-2014-04-08,6.75,0.0,0.375,0.07599173733889811,7.0,21.0
22,2014-04-10,AS14.05,2014-04-08-2014-04-09,6.875,0.25,0.375,0.11937186652464721,7.2,22.0
23,2014-04-11,AS14.05,2014-04-09-2014-04-10,7.1,0.525,0.875,0.08348303646685139,7.0,23.0
24,2014-04-12,AS14.05,2014-04-10-2014-04-11,7.1,0.5,0.8,0.0539811852096131,7.0,24.0
25,2014-04-13,AS14.05,2014-04-11-2014-04-12,7.0,-0.6,0.8,0.07195705376513048,7.5,25.0
26,2014-04-14,AS14.05,2014-04-12-2014-04-13,7.25,-0.5333333333333333,1.0,0.08171312034910201,6.4,26.0
27,2014-04-15,AS14.05,2014-04-13-2014-04-14,6.95,-0.43333333333333335,0.7,0.10792541427985677,7.0,27.0
38,2014-04-26,AS14.05,2014-04-24-2014-04-25,7.2,-0.975,1.0,0.04421189385222415,7.8,38.0
39,2014-04-27,AS14.05,2014-04-25-2014-04-26,7.5,-1.0,1.0,0.12460954123022387,7.4,39.0
40,2014-04-28,AS14.05,2014-04-26-2014-04-27,7.6,-0.7,1.0,0.10949442191901383,7.0,40.0
41,2014-04-29,AS14.05,2014-04-27-2014-04-28,7.2,-0.6,1.0,0.014563555212543731,6.8,41.0
42,2014-04-30,AS14.05,2014-04-28-2014-04-29,6.9,-0.09999999999999998,0.9,0.025734862337930226,7.0,42.0
43,2014-05-01,AS14.05,2014-04-29-2014-04-30,6.9,-0.09999999999999998,0.9,0.051386807484733794,6.8,43.0
44,2014-05-02,AS14.05,2014-04-30-2014-05-01,6.9,-0.4,1.0,0.04345039646436611,7.0,44.0
45,2014-05-03,AS14.05,2014-05-01-2014-05-02,6.9,-0.2,1.0,0.016054757700715325,6.75,45.0
46,2014-05-04,AS14.05,2014-05-02-2014-05-03,6.875,0.024999999999999994,1.0,0.030644045891981754,7.0,46.0
47,2014-05-05,AS14.05,2014-05-03-2014-05-04,6.875,0.25,1.0,0.0635255932096942,6.333333333333332,47.0
