predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,social,gsm,amusement,system
2014-03-25,AS14.19,2014-03-22-2014-03-24,5.5,1,0,6.533333333333334,-0.8666666666666667,0.5333333333333333,0.07664305112444875,0.030461685957364117,0.02133302854938271,0.0005371604938271605,0.35555555555555557,0.0001007908950617284,0.016206894290123456
2014-03-26,AS14.19,2014-03-23-2014-03-25,6.0,1,0,6.166666666666667,-0.8166666666666668,0.4833333333333334,0.08553383049481772,0.030588873450954762,0.029387924382716046,0.00026087577160493824,0.4666666666666666,0.0001007908950617284,0.007752148919753084
2014-03-27,AS14.19,2014-03-24-2014-03-26,6.6,1,0,5.833333333333333,-0.75,0.35000000000000003,0.11201862630394982,0.043772040892530374,0.041179506172839504,0.0005391435185185184,0.5111111111111111,0.0001007908950617284,0.009058684413580244
2014-03-28,AS14.19,2014-03-25-2014-03-27,6.6,0,1,6.033333333333334,-0.6166666666666667,0.4166666666666667,0.11812368044351969,0.04937453316685595,0.0362824112654321,0.0012737075617283951,0.5777777777777778,0.0009356404320987655,0.010970760030864196
2014-03-29,AS14.19,2014-03-26-2014-03-28,7.4,0,1,6.3999999999999995,-0.39999999999999997,0.7333333333333334,0.12999723320950232,0.04143527005097749,0.025830285493827165,0.001375096450617284,0.5111111111111111,0.0031071257716049384,0.010195412808641974
2014-03-30,AS14.19,2014-03-27-2014-03-29,7.0,0,1,6.866666666666667,-0.13333333333333333,1.0,0.13967704451024723,0.03117118440384482,0.01677956404320988,0.0008359529320987654,0.6444444444444445,0.0034361226851851857,0.009027241512345678
2014-03-31,AS14.19,2014-03-28-2014-03-30,7.2,1,0,7.0,-0.26666666666666666,1.0666666666666667,0.11711673180629123,0.021253175149545254,0.011090208333333336,0.00010138888888888891,0.5777777777777777,0.00250048225308642,0.016734614197530858
2014-04-01,AS14.19,2014-03-29-2014-03-31,6.4,1,0,7.2,-0.20000000000000004,1.0,0.11086630998221693,0.034603533947173436,0.026473676697530864,0.0,0.5333333333333333,0.000328996913580247,0.016758391203703694
2014-04-02,AS14.19,2014-03-30-2014-04-01,7.6,1,0,6.866666666666667,-0.26666666666666666,0.6666666666666666,0.1093704997371503,0.0416155864206361,0.041082530864197525,0.0,0.2888888888888889,0.0,0.01669349151234567
2014-04-03,AS14.19,2014-03-31-2014-04-02,6.6,1,0,7.066666666666667,-0.20000000000000004,0.7333333333333334,0.11358379456477312,0.044819899694419185,0.04297836805555555,0.00018409336419753086,0.24444444444444446,0.0,0.00784761574074074
