predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,social,travel,gsm,amusement,system
2014-03-28,AS14.23,2014-03-25-2014-03-27,7.0,0,1,6.733333333333333,0.033333333333333326,1.0333333333333334,0.34540711351907666,0.16203152390541856,0.06348157793209876,0.0006202584876543207,0.0009438194444444443,0.13333333333333333,0.08332840663580247,0.01500895447530864
2014-03-29,AS14.23,2014-03-26-2014-03-28,7.25,0,1,7.0,0.3666666666666667,1.2333333333333334,0.38889312572782586,0.1004989891793625,0.058125111882716046,0.0006202584876543207,0.00027109182098765427,0.13333333333333333,0.03676215277777778,0.007497422839506172
2014-03-30,AS14.23,2014-03-27-2014-03-29,7.0,0,1,7.083333333333333,0.5333333333333333,1.3166666666666667,0.38626879998153746,0.09740035107198323,0.05045905864197531,0.00043317129629629635,0.00040238425925925923,0.0,0.0426033024691358,0.01104210262345679
2014-03-31,AS14.23,2014-03-28-2014-03-30,7.5,1,0,7.083333333333333,0.2833333333333333,1.3,0.40692743906848533,0.09181208332287677,0.04728935185185185,0.002391512345679013,0.0002397299382716049,0.06666666666666667,0.03203760416666667,0.010369996141975308
2014-04-01,AS14.23,2014-03-29-2014-03-31,7.5,1,0,7.25,0.0,1.4000000000000001,0.3994616288285344,0.13186381943615866,0.06497270833333334,0.0034637422839506183,0.0003483641975308642,0.13333333333333333,0.04422965663580247,0.01853693287037037
2014-04-02,AS14.23,2014-03-30-2014-04-01,7.0,1,0,7.333333333333333,-0.08333333333333333,1.5666666666666667,0.43750216919800394,0.12651146989545703,0.06940051311728394,0.003865108024691359,0.0015189621913580247,0.13333333333333333,0.03143417438271605,0.01665959104938271
2014-04-03,AS14.23,2014-03-31-2014-04-02,7.0,1,0,7.333333333333333,0.08333333333333333,1.5,0.4545534087317578,0.1405140316283997,0.07726559799382716,0.0019816743827160495,0.006167735339506174,0.3333333333333333,0.03369655478395062,0.019268395061728397
2014-04-04,AS14.23,2014-04-01-2014-04-03,7.0,0,1,7.166666666666667,0.3333333333333333,1.3333333333333333,0.4470687563002771,0.13521429784136055,0.06630258487654324,0.0011047337962962966,0.006627064043209879,0.3333333333333333,0.040114529320987656,0.01828471836419753
2014-04-05,AS14.23,2014-04-02-2014-04-04,6.5,0,1,7.0,0.6666666666666666,1.0,0.4579171587862318,0.14582234182475529,0.07639316743827161,0.00043693287037037035,0.005453167438271606,0.4666666666666666,0.0436907098765432,0.018975042438271607
2014-04-06,AS14.23,2014-04-03-2014-04-05,7.0,0,1,6.833333333333333,0.75,1.0,0.4320117387661677,0.1273279706793435,0.07726678626543211,0.0003037615740740741,0.0008043942901234568,0.26666666666666666,0.032831959876543214,0.01506541666666667
2014-04-07,AS14.23,2014-04-04-2014-04-06,5.75,1,0,6.833333333333333,0.5833333333333334,0.8666666666666667,0.4129184573348848,0.12295454476074674,0.08482686728395061,0.0008793595679012345,0.0004900887345679011,0.5333333333333333,0.025231720679012345,0.010479340277777778
2014-04-08,AS14.23,2014-04-05-2014-04-07,6.6,1,0,6.416666666666667,0.16666666666666666,0.6166666666666667,0.35907363069901094,0.11646355710739707,0.07167715663580244,0.0017666087962962963,0.002853676697530864,0.6,0.0291981674382716,0.010753614969135801
2014-04-09,AS14.23,2014-04-06-2014-04-08,7.2,1,0,6.45,-0.016666666666666663,0.48333333333333334,0.30523565414573756,0.14643993442349226,0.06974885802469134,0.004739475308641975,0.003347299382716049,0.5333333333333333,0.029626778549382716,0.012963290895061727
