predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,social,travel,gsm,amusement,system
2014-03-22,AS14.02,2014-03-19-2014-03-21,6.5,0,1,7.183333333333334,-0.2833333333333333,0.6333333333333333,0.2814282139870326,0.09143110339748269,0.02935881944444445,0.002189174382716049,0.003894525462962962,0.3333333333333333,0.0031015547839506174,0.021461566358024698
2014-03-23,AS14.02,2014-03-20-2014-03-22,6.25,0,1,7.083333333333333,-0.75,0.3333333333333333,0.32489885731445206,0.08914254245106819,0.02648562114197532,0.003581350308641975,0.0047180285493827155,0.6,0.004902372685185186,0.02291105709876544
2014-03-24,AS14.02,2014-03-21-2014-03-23,6.4,1,0,6.75,-0.9166666666666666,0.08333333333333333,0.3351229229221804,0.089791435195524,0.02527238040123458,0.0037371990740740733,0.009591442901234567,0.5733333333333334,0.005827982253086421,0.019502604166666673
2014-03-25,AS14.02,2014-03-22-2014-03-24,7.75,1,0,6.383333333333333,-0.6,-0.2333333333333333,0.29062183545597786,0.05742568674002901,0.025865493827160496,0.0031383564814814816,0.007885054012345677,0.49333333333333335,0.006107337962962964,0.015039614197530865
2014-03-26,AS14.02,2014-03-23-2014-03-25,7.2,1,0,6.8,-0.6833333333333332,0.18333333333333335,0.21877849146382866,0.04603612654371026,0.029478514660493827,0.0021344212962962966,0.004873414351851852,0.24,0.005322916666666666,0.01842180941358025
2014-03-27,AS14.02,2014-03-24-2014-03-26,7.25,1,0,7.116666666666667,-0.75,0.3166666666666667,0.2268639265879319,0.051981739970269024,0.03215579089506173,0.007497187500000001,0.0,0.18666666666666668,0.0067852893518518505,0.02167118441358025
2014-03-28,AS14.02,2014-03-25-2014-03-27,6.8,0,1,7.3999999999999995,-0.8166666666666668,0.5499999999999999,0.2511053753948156,0.06347993441202023,0.03209738811728396,0.006912947530864199,0.0,0.16,0.006626215277777778,0.026535347222222217
2014-03-29,AS14.02,2014-03-26-2014-03-28,7.25,0,1,7.083333333333333,-0.6,0.5,0.26146693313537755,0.06090351851358091,0.026142048611111118,0.016823317901234574,0.0,0.19999999999999998,0.007583202160493827,0.019769081790123457
2014-03-30,AS14.02,2014-03-27-2014-03-29,7.0,0,1,7.1000000000000005,-0.45,0.45,0.30763889735356187,0.05447455630994139,0.024628314043209882,0.012818036265432105,0.001935354938271605,0.18666666666666668,0.00872565200617284,0.08026111882716047
2014-03-31,AS14.02,2014-03-28-2014-03-30,7.2,1,0,7.016666666666667,-0.7833333333333333,0.5333333333333333,0.3119849973108342,0.04749176695850898,0.01735135802469136,0.013749884259259266,0.001935354938271605,0.29333333333333333,0.011765054012345679,0.07423681327160492
2014-04-01,AS14.02,2014-03-29-2014-03-31,7.4,1,0,7.1499999999999995,-0.85,0.4666666666666666,0.2769098625062132,0.0505957985945322,0.022120628858024693,0.011131890432098765,0.001935354938271605,0.37333333333333335,0.010404425154320987,0.07475064043209874
2014-04-02,AS14.02,2014-03-30-2014-04-01,6.4,1,0,7.2,-0.6666666666666666,0.65,0.22007358821576628,0.04633073300583127,0.018961373456790127,0.009848198302469136,0.0013317901234567908,0.36000000000000004,0.006599286265432099,0.0183221450617284
2014-04-03,AS14.02,2014-03-31-2014-04-02,5.75,1,0,7.0,-0.5333333333333333,0.3333333333333334,0.24581800588432154,0.05769950616506883,0.026027604166666673,0.009828908179012346,0.0013317901234567908,0.24,0.005607233796296296,0.02291868441358025
2014-04-04,AS14.02,2014-04-01-2014-04-03,6.4,0,1,6.516666666666667,-0.35000000000000003,0.20000000000000004,0.3011956446328922,0.06557047067784967,0.03032586419753086,0.0024361226851851853,0.0025597762345679026,0.05333333333333334,0.00635500385802469,0.023238900462962977
2014-04-05,AS14.02,2014-04-02-2014-04-04,7.4,0,1,6.183333333333334,-0.6833333333333332,0.0,0.2896322527728608,0.06694250772948618,0.03606207561728395,0.0022439891975308645,0.0012279861111111118,0.08,0.009181979166666665,0.01680246141975309
2014-04-06,AS14.02,2014-04-03-2014-04-05,4.5,0,1,6.516666666666667,-0.48333333333333334,0.26666666666666666,0.2905653063331581,0.09080091050653545,0.03362085648148148,0.002015246913580247,0.002725173611111112,0.18666666666666668,0.008306323302469132,0.01677498070987654
2014-04-07,AS14.02,2014-04-04-2014-04-06,6.8,1,0,6.1000000000000005,-0.7333333333333334,-0.15,0.2547998664167794,0.07859283950961667,0.024473059413580245,0.0030535223765432106,0.0014971875,0.24,0.008577129629629627,0.014101701388888882
2014-04-08,AS14.02,2014-04-05-2014-04-07,6.25,1,0,6.233333333333333,-0.3333333333333333,-0.01666666666666668,0.2245509923458258,0.08906026619727965,0.02814490740740741,0.010255929783950617,0.0014971875,0.20000000000000004,0.008300077160493828,0.01549544753086419
2014-04-09,AS14.02,2014-04-06-2014-04-08,7.25,1,0,5.8500000000000005,-0.4166666666666667,-0.05000000000000001,0.20456143072617203,0.054381354152236466,0.027975910493827166,0.011712881944444442,0.0,0.21333333333333335,0.00598138888888889,0.012515860339506168
2014-04-10,AS14.02,2014-04-07-2014-04-09,7.25,1,0,6.766666666666667,-0.25,0.45,0.21522820668751794,0.06251197916030149,0.03195439429012346,0.011337800925925923,0.0,0.30666666666666664,0.00601324074074074,0.015797638888888882
2014-04-11,AS14.02,2014-04-08-2014-04-10,6.5,0,1,6.916666666666667,-0.16666666666666666,0.5,0.2566371631699158,0.06821302854444511,0.0279615625,0.005776932870370369,0.0020258989197530866,0.3066666666666667,0.005848919753086418,0.015113028549382712
