predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,office,social,travel,gsm,amusement,system
2014-05-14,AS14.33,2014-05-11-2014-05-13,6.833333333333332,1,0,5.666666666666667,-0.08333333333333333,0.3,0.058381573151928885,0.15300691743875725,0.022805578703703696,0.0,0.04438960262345679,3.920524691358025e-05,0.05128205128205129,0.007965185185185185,0.015398684413580244
2014-05-15,AS14.33,2014-05-12-2014-05-14,6.0,1,0,5.944444444444444,-0.19444444444444442,0.3,0.05598893323500934,0.14842676697229892,0.02147970293209876,0.0,0.04284572916666668,2.3668981481481484e-05,0.05128205128205129,0.01080460262345679,0.015433742283950619
2014-05-16,AS14.33,2014-05-13-2014-05-15,7.0,0,1,5.944444444444444,0.05555555555555556,0.3,0.08882691394159885,0.1498207291555993,0.030768082561728385,0.0,0.05466464891975311,0.0009021720679012346,0.2564102564102564,0.01182933641975309,0.02360886959876544
2014-05-17,AS14.33,2014-05-14-2014-05-16,6.0,0,1,6.611111111111111,0.022222222222222237,0.6333333333333333,0.05943273619379775,0.0980784104865642,0.01610877700617284,0.0,0.052506905864197546,0.0008785030864197531,0.5128205128205128,0.009625200617283952,0.02247803626543211
2014-05-18,AS14.33,2014-05-15-2014-05-17,6.0,0,1,6.333333333333333,0.21666666666666667,0.611111111111111,0.06366208951257091,0.11968979551744313,0.017141435185185187,0.0,0.05278386188271606,0.0008785030864197531,0.5897435897435898,0.007113842592592594,0.02536832175925927
2014-05-19,AS14.33,2014-05-16-2014-05-18,6.2,1,0,6.333333333333333,0.01666666666666668,0.5111111111111111,0.02872908730735331,0.1288970717603778,0.011698005401234569,0.0,0.05879282021604939,0.0,0.358974358974359,0.007186192129629628,0.023239961419753086
2014-05-20,AS14.33,2014-05-17-2014-05-19,6.25,1,0,6.066666666666666,-0.18333333333333335,0.24444444444444446,0.014517571401806548,0.12759828703822915,0.011015945216049384,0.0,0.060709185956790125,0.0,0.07692307692307694,0.005875015432098765,0.015519243827160497
2014-05-21,AS14.33,2014-05-18-2014-05-20,6.0,1,0,6.1499999999999995,-0.43333333333333335,0.3,0.015087098404630331,0.1204834567957822,0.01270940200617284,0.0,0.06809339891975309,0.0,0.0,0.006699328703703703,0.013471315586419758
2014-05-22,AS14.33,2014-05-19-2014-05-21,5.75,1,0,6.1499999999999995,-0.45555555555555555,0.16666666666666666,0.01490328575343057,0.0876941435223008,0.011754216820987656,0.0,0.05819447145061729,0.0,0.0,0.007885293209876543,0.005361072530864198
2014-05-23,AS14.33,2014-05-20-2014-05-22,5.833333333333332,0,1,6.0,-0.22222222222222218,0.18333333333333335,0.015700354321299678,0.08528763503664066,0.015257017746913579,0.0,0.05310796296296296,0.0,0.15384615384615388,0.007690621141975309,0.0073595910493827145
2014-05-24,AS14.33,2014-05-21-2014-05-23,6.4,0,1,5.861111111111111,-0.3333333333333333,0.016666666666666663,0.016435177175262942,0.08117163580324915,0.015072087191358025,0.0,0.05581145833333334,0.0,0.20512820512820515,0.009132982253086421,0.009262858796296297
2014-05-25,AS14.33,2014-05-22-2014-05-24,6.25,0,1,5.9944444444444445,-0.36111111111111116,0.16666666666666666,0.015470240439197066,0.08543238811930758,0.016804340277777777,0.0,0.05430516203703705,0.0,0.20512820512820515,0.009377631172839507,0.01036721064814815
2014-05-26,AS14.33,2014-05-23-2014-05-25,5.4,1,0,6.161111111111111,-0.7777777777777778,0.19444444444444442,0.06544763608388869,0.09667211805136854,0.01794295138888889,0.0,0.05791775848765432,0.0,0.12820512820512822,0.009083422067901236,0.018183695987654333
