,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,2014-03-23,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26
1,0.57400150299072195,0.17373447418212873,0.1745079040527342,0.6246337890625,0.12352085113525391,0.37530422210693359,0.97404584884643519,0.77286567687988317,-0.22647247314453089,-0.024397277832031605,-0.22417507171630824,0.1763852119445799,0.17407302856445295,-0.025792980194092152,-0.82567329406738299,-0.22173843383789027,-0.2245508193969723,0.17518119812011701,-0.22549877166748011,-0.024740600585937855,0.041642824808757695,-0.22616539001464808,-0.62463188171386719,-0.022347354888916371,0.37523651123046875,-0.376312255859375,-0.12380647659301758,0.17525987625122053,-0.12551498413085938,-0.22477827072143519,-0.024353408813476918,-0.62474250793457031,-0.22305736541748011,-0.12401962280273438,-0.12414741516113281
2,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.024741554260254262,-0.49103546142578125,-0.14786415100097638,-0.60687065124511719,-0.21466331481933576,0.03171310424804652,0.15500926971435547,-0.22522363662719691,-0.19105243682861328,,,,,,,,,,,,,,,,,,,,,,,,,,
